Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2025-01-01T00:00:00.000000,Switzerland,Switzerland,CH,59.37,88.9,91.63,57.29,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T01:00:00.000000,Switzerland,Switzerland,CH,52.66,81.11,92.57,56.57,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T02:00:00.000000,Switzerland,Switzerland,CH,53.24,81.76,92.41,55.52,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T03:00:00.000000,Switzerland,Switzerland,CH,50.84,78.94,92.66,55.32,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T04:00:00.000000,Switzerland,Switzerland,CH,46.3,73.7,93.21,55.26,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T05:00:00.000000,Switzerland,Switzerland,CH,45.47,72.83,93.32,56.6,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T06:00:00.000000,Switzerland,Switzerland,CH,46.37,74.51,93.15,59.74,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T07:00:00.000000,Switzerland,Switzerland,CH,42.2,69.98,93.83,60.72,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T08:00:00.000000,Switzerland,Switzerland,CH,36.92,64.21,94.52,61.59,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T09:00:00.000000,Switzerland,Switzerland,CH,35.77,63.39,94.73,63.98,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T10:00:00.000000,Switzerland,Switzerland,CH,31.9,59.35,95.28,65.5,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T11:00:00.000000,Switzerland,Switzerland,CH,31.65,59.21,95.37,66.11,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T12:00:00.000000,Switzerland,Switzerland,CH,30.02,56.91,95.57,64.99,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T13:00:00.000000,Switzerland,Switzerland,CH,26.13,51.44,96.08,62.44,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T14:00:00.000000,Switzerland,Switzerland,CH,29.56,54.8,95.63,61.94,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T15:00:00.000000,Switzerland,Switzerland,CH,24.34,48.48,96.38,61.05,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T16:00:00.000000,Switzerland,Switzerland,CH,25.32,49.56,96.27,62.16,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T17:00:00.000000,Switzerland,Switzerland,CH,27.47,52.11,96.07,62.98,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T18:00:00.000000,Switzerland,Switzerland,CH,30.29,55.31,95.68,62.23,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T19:00:00.000000,Switzerland,Switzerland,CH,33.97,59.14,95.14,60.4,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T20:00:00.000000,Switzerland,Switzerland,CH,35.07,60.21,95.1,59.21,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T21:00:00.000000,Switzerland,Switzerland,CH,46.79,74.04,93.52,60.01,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T22:00:00.000000,Switzerland,Switzerland,CH,50.42,78.19,93.02,59.94,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-01T23:00:00.000000,Switzerland,Switzerland,CH,55.0,83.6,92.57,61.43,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T00:00:00.000000,Switzerland,Switzerland,CH,54.62,82.9,92.72,60.29,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T01:00:00.000000,Switzerland,Switzerland,CH,55.46,84.13,92.5,59.61,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T02:00:00.000000,Switzerland,Switzerland,CH,56.34,85.22,92.29,58.76,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T03:00:00.000000,Switzerland,Switzerland,CH,60.44,89.75,91.67,57.81,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T04:00:00.000000,Switzerland,Switzerland,CH,62.82,92.63,91.08,57.41,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T05:00:00.000000,Switzerland,Switzerland,CH,68.72,99.0,90.49,58.59,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T06:00:00.000000,Switzerland,Switzerland,CH,66.83,96.89,90.74,59.99,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T07:00:00.000000,Switzerland,Switzerland,CH,56.34,85.16,92.45,61.82,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T08:00:00.000000,Switzerland,Switzerland,CH,48.64,77.08,93.54,64.47,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T09:00:00.000000,Switzerland,Switzerland,CH,63.94,94.63,91.2,62.74,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T10:00:00.000000,Switzerland,Switzerland,CH,56.98,86.86,91.97,62.02,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T11:00:00.000000,Switzerland,Switzerland,CH,51.84,80.54,92.43,58.35,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T12:00:00.000000,Switzerland,Switzerland,CH,36.58,62.52,94.51,55.84,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T13:00:00.000000,Switzerland,Switzerland,CH,28.75,53.5,95.47,56.09,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T14:00:00.000000,Switzerland,Switzerland,CH,28.03,52.33,95.54,55.36,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T15:00:00.000000,Switzerland,Switzerland,CH,8.83,30.69,98.03,56.75,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T16:00:00.000000,Switzerland,Switzerland,CH,13.87,37.45,97.86,62.62,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T17:00:00.000000,Switzerland,Switzerland,CH,38.84,65.69,94.65,64.05,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T18:00:00.000000,Switzerland,Switzerland,CH,65.59,95.88,91.0,63.0,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T19:00:00.000000,Switzerland,Switzerland,CH,77.28,108.72,89.15,58.67,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T20:00:00.000000,Switzerland,Switzerland,CH,74.11,104.94,89.51,56.7,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T21:00:00.000000,Switzerland,Switzerland,CH,98.7,132.65,86.35,56.11,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T22:00:00.000000,Switzerland,Switzerland,CH,108.11,143.62,85.25,56.25,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-02T23:00:00.000000,Switzerland,Switzerland,CH,90.12,122.89,87.64,53.79,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T00:00:00.000000,Switzerland,Switzerland,CH,92.67,125.55,87.45,53.14,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T01:00:00.000000,Switzerland,Switzerland,CH,97.39,130.71,86.74,52.61,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T02:00:00.000000,Switzerland,Switzerland,CH,89.98,121.94,87.63,50.86,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T03:00:00.000000,Switzerland,Switzerland,CH,81.82,112.6,88.62,50.64,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T04:00:00.000000,Switzerland,Switzerland,CH,74.67,104.51,89.43,50.37,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T05:00:00.000000,Switzerland,Switzerland,CH,65.99,95.42,90.44,53.93,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T06:00:00.000000,Switzerland,Switzerland,CH,49.93,78.26,92.96,61.26,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T07:00:00.000000,Switzerland,Switzerland,CH,63.38,94.19,90.81,63.78,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T08:00:00.000000,Switzerland,Switzerland,CH,62.21,93.13,91.01,64.98,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T09:00:00.000000,Switzerland,Switzerland,CH,61.43,92.3,91.31,66.28,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T10:00:00.000000,Switzerland,Switzerland,CH,53.53,83.35,92.41,65.96,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T11:00:00.000000,Switzerland,Switzerland,CH,50.53,79.77,92.83,65.29,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T12:00:00.000000,Switzerland,Switzerland,CH,51.39,80.98,92.55,65.36,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T13:00:00.000000,Switzerland,Switzerland,CH,54.33,84.24,91.99,64.76,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T14:00:00.000000,Switzerland,Switzerland,CH,53.73,83.29,92.05,64.3,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T15:00:00.000000,Switzerland,Switzerland,CH,52.47,81.22,92.32,63.0,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T16:00:00.000000,Switzerland,Switzerland,CH,51.72,80.54,92.5,65.07,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T17:00:00.000000,Switzerland,Switzerland,CH,59.39,89.4,91.41,66.26,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T18:00:00.000000,Switzerland,Switzerland,CH,61.07,91.11,91.39,66.06,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T19:00:00.000000,Switzerland,Switzerland,CH,74.81,106.3,89.76,64.71,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T20:00:00.000000,Switzerland,Switzerland,CH,90.14,122.66,88.1,63.11,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T21:00:00.000000,Switzerland,Switzerland,CH,95.92,128.73,87.52,61.67,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T22:00:00.000000,Switzerland,Switzerland,CH,109.6,143.94,86.02,61.54,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-03T23:00:00.000000,Switzerland,Switzerland,CH,101.25,134.71,87.14,61.35,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T00:00:00.000000,Switzerland,Switzerland,CH,99.36,132.19,87.52,59.77,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T01:00:00.000000,Switzerland,Switzerland,CH,80.41,110.89,89.94,58.26,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T02:00:00.000000,Switzerland,Switzerland,CH,60.69,88.19,92.24,54.27,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T03:00:00.000000,Switzerland,Switzerland,CH,49.54,75.48,93.54,52.91,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T04:00:00.000000,Switzerland,Switzerland,CH,45.57,70.85,93.96,51.96,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T05:00:00.000000,Switzerland,Switzerland,CH,48.55,74.45,93.62,53.69,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T06:00:00.000000,Switzerland,Switzerland,CH,29.55,53.64,95.71,54.73,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T07:00:00.000000,Switzerland,Switzerland,CH,19.56,42.92,96.76,57.04,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T08:00:00.000000,Switzerland,Switzerland,CH,24.95,49.4,96.1,59.33,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T09:00:00.000000,Switzerland,Switzerland,CH,40.52,67.52,94.04,60.75,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T10:00:00.000000,Switzerland,Switzerland,CH,36.77,63.67,94.62,62.54,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T11:00:00.000000,Switzerland,Switzerland,CH,32.43,59.01,95.26,63.61,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T12:00:00.000000,Switzerland,Switzerland,CH,37.26,64.02,94.5,61.15,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T13:00:00.000000,Switzerland,Switzerland,CH,12.32,35.48,97.59,59.57,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T14:00:00.000000,Switzerland,Switzerland,CH,9.65,32.03,97.79,58.46,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T15:00:00.000000,Switzerland,Switzerland,CH,8.35,30.77,98.15,60.79,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T16:00:00.000000,Switzerland,Switzerland,CH,6.51,29.18,98.66,64.39,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T17:00:00.000000,Switzerland,Switzerland,CH,6.58,29.11,98.63,64.1,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T18:00:00.000000,Switzerland,Switzerland,CH,7.18,29.55,98.47,62.28,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T19:00:00.000000,Switzerland,Switzerland,CH,9.2,31.01,97.89,57.55,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T20:00:00.000000,Switzerland,Switzerland,CH,10.66,32.38,97.77,55.21,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T21:00:00.000000,Switzerland,Switzerland,CH,14.06,35.73,97.32,52.85,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T22:00:00.000000,Switzerland,Switzerland,CH,34.74,58.82,94.96,51.07,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-04T23:00:00.000000,Switzerland,Switzerland,CH,9.57,29.99,97.83,49.11,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T00:00:00.000000,Switzerland,Switzerland,CH,9.4,29.29,97.98,47.53,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T01:00:00.000000,Switzerland,Switzerland,CH,15.12,35.56,97.37,46.84,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T02:00:00.000000,Switzerland,Switzerland,CH,8.97,28.26,98.2,46.43,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T03:00:00.000000,Switzerland,Switzerland,CH,7.45,26.7,98.4,47.45,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T04:00:00.000000,Switzerland,Switzerland,CH,7.77,27.1,98.37,48.24,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T05:00:00.000000,Switzerland,Switzerland,CH,7.13,26.46,98.47,48.85,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T06:00:00.000000,Switzerland,Switzerland,CH,7.04,26.76,98.51,50.72,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T07:00:00.000000,Switzerland,Switzerland,CH,6.86,26.74,98.55,52.52,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T08:00:00.000000,Switzerland,Switzerland,CH,6.69,26.74,98.58,53.27,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T09:00:00.000000,Switzerland,Switzerland,CH,6.69,27.07,98.61,54.98,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T10:00:00.000000,Switzerland,Switzerland,CH,6.39,26.73,98.65,55.17,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T11:00:00.000000,Switzerland,Switzerland,CH,6.53,26.99,98.63,54.99,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T12:00:00.000000,Switzerland,Switzerland,CH,6.47,27.0,98.64,55.15,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T13:00:00.000000,Switzerland,Switzerland,CH,6.35,26.89,98.66,55.65,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T14:00:00.000000,Switzerland,Switzerland,CH,6.48,26.83,98.63,55.19,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T15:00:00.000000,Switzerland,Switzerland,CH,6.38,26.71,98.66,56.14,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T16:00:00.000000,Switzerland,Switzerland,CH,6.29,26.7,98.68,56.92,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T17:00:00.000000,Switzerland,Switzerland,CH,6.08,26.51,98.73,57.87,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T18:00:00.000000,Switzerland,Switzerland,CH,6.06,26.51,98.75,57.84,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T19:00:00.000000,Switzerland,Switzerland,CH,10.01,30.9,98.18,56.5,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T20:00:00.000000,Switzerland,Switzerland,CH,17.79,40.07,97.08,56.36,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T21:00:00.000000,Switzerland,Switzerland,CH,21.43,44.31,96.58,55.83,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T22:00:00.000000,Switzerland,Switzerland,CH,22.46,45.42,96.49,54.76,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-05T23:00:00.000000,Switzerland,Switzerland,CH,15.52,37.0,97.38,53.06,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T00:00:00.000000,Switzerland,Switzerland,CH,19.93,42.13,96.76,53.02,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T01:00:00.000000,Switzerland,Switzerland,CH,24.12,47.21,96.21,53.78,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T02:00:00.000000,Switzerland,Switzerland,CH,22.65,45.48,96.41,54.08,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T03:00:00.000000,Switzerland,Switzerland,CH,21.8,44.44,96.52,54.39,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T04:00:00.000000,Switzerland,Switzerland,CH,19.07,41.18,96.87,54.73,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T05:00:00.000000,Switzerland,Switzerland,CH,12.77,33.64,97.69,53.37,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T06:00:00.000000,Switzerland,Switzerland,CH,14.64,36.63,97.53,58.17,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T07:00:00.000000,Switzerland,Switzerland,CH,19.89,43.11,96.83,60.63,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T08:00:00.000000,Switzerland,Switzerland,CH,23.29,47.58,96.41,62.3,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T09:00:00.000000,Switzerland,Switzerland,CH,20.28,44.28,96.83,62.29,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T10:00:00.000000,Switzerland,Switzerland,CH,18.31,42.04,97.1,62.5,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T11:00:00.000000,Switzerland,Switzerland,CH,15.57,38.61,97.46,60.66,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T12:00:00.000000,Switzerland,Switzerland,CH,15.63,38.61,97.43,59.97,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T13:00:00.000000,Switzerland,Switzerland,CH,15.13,37.97,97.5,60.29,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T14:00:00.000000,Switzerland,Switzerland,CH,16.64,39.46,97.33,60.21,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T15:00:00.000000,Switzerland,Switzerland,CH,13.61,35.8,97.75,59.83,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T16:00:00.000000,Switzerland,Switzerland,CH,17.85,41.04,97.23,61.27,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T17:00:00.000000,Switzerland,Switzerland,CH,33.51,59.54,94.98,63.62,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T18:00:00.000000,Switzerland,Switzerland,CH,42.43,70.2,93.45,64.35,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T19:00:00.000000,Switzerland,Switzerland,CH,35.48,61.46,94.64,61.37,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T20:00:00.000000,Switzerland,Switzerland,CH,38.16,64.2,94.45,60.58,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T21:00:00.000000,Switzerland,Switzerland,CH,39.78,66.16,94.22,60.01,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-01-06T22:00:00.000000,Switzerland,Switzerland,CH,37.8,63.71,94.54,59.16,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
