Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2025-03-31T20:00:00.000000,Switzerland,Switzerland,CH,34.08,57.61,94.37,45.16,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-03-31T21:00:00.000000,Switzerland,Switzerland,CH,35.89,59.28,94.39,43.93,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-03-31T22:00:00.000000,Switzerland,Switzerland,CH,51.83,76.49,92.71,40.81,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-03-31T23:00:00.000000,Switzerland,Switzerland,CH,65.39,91.74,91.01,40.38,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T00:00:00.000000,Switzerland,Switzerland,CH,70.57,97.29,90.6,41.14,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T01:00:00.000000,Switzerland,Switzerland,CH,74.06,101.15,90.24,40.94,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T02:00:00.000000,Switzerland,Switzerland,CH,69.91,96.53,90.73,41.01,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T03:00:00.000000,Switzerland,Switzerland,CH,52.31,76.91,92.72,42.05,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T04:00:00.000000,Switzerland,Switzerland,CH,16.76,37.8,97.24,45.5,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T05:00:00.000000,Switzerland,Switzerland,CH,7.45,28.61,98.47,51.81,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T06:00:00.000000,Switzerland,Switzerland,CH,6.86,29.48,98.66,60.06,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T07:00:00.000000,Switzerland,Switzerland,CH,27.75,53.67,95.93,63.07,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T08:00:00.000000,Switzerland,Switzerland,CH,27.43,53.58,96.33,65.27,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T09:00:00.000000,Switzerland,Switzerland,CH,15.26,40.52,97.85,68.32,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T10:00:00.000000,Switzerland,Switzerland,CH,16.44,42.11,97.73,68.5,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T11:00:00.000000,Switzerland,Switzerland,CH,17.56,43.63,97.56,69.15,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T12:00:00.000000,Switzerland,Switzerland,CH,16.82,42.42,97.6,67.59,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T13:00:00.000000,Switzerland,Switzerland,CH,15.9,40.92,97.71,65.9,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T14:00:00.000000,Switzerland,Switzerland,CH,14.47,38.58,97.85,63.33,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T15:00:00.000000,Switzerland,Switzerland,CH,16.98,40.33,97.62,59.99,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T16:00:00.000000,Switzerland,Switzerland,CH,12.99,34.94,98.13,58.02,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T17:00:00.000000,Switzerland,Switzerland,CH,12.45,33.99,98.2,56.92,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T18:00:00.000000,Switzerland,Switzerland,CH,22.94,45.12,96.96,54.84,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T19:00:00.000000,Switzerland,Switzerland,CH,46.53,71.35,93.86,51.88,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T20:00:00.000000,Switzerland,Switzerland,CH,51.31,76.42,93.37,50.22,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T21:00:00.000000,Switzerland,Switzerland,CH,44.11,67.88,94.34,48.02,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T22:00:00.000000,Switzerland,Switzerland,CH,40.81,64.2,94.78,46.5,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-01T23:00:00.000000,Switzerland,Switzerland,CH,43.07,67.05,94.4,46.02,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T00:00:00.000000,Switzerland,Switzerland,CH,49.59,74.53,93.56,45.96,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T01:00:00.000000,Switzerland,Switzerland,CH,55.39,81.21,92.83,45.96,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T02:00:00.000000,Switzerland,Switzerland,CH,57.62,83.73,92.55,45.84,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T03:00:00.000000,Switzerland,Switzerland,CH,66.39,93.34,91.48,46.64,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T04:00:00.000000,Switzerland,Switzerland,CH,49.85,74.37,93.62,47.58,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T05:00:00.000000,Switzerland,Switzerland,CH,14.63,35.76,97.91,51.4,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T06:00:00.000000,Switzerland,Switzerland,CH,40.68,66.58,94.6,59.91,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T07:00:00.000000,Switzerland,Switzerland,CH,32.47,58.98,95.61,63.73,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T08:00:00.000000,Switzerland,Switzerland,CH,20.29,46.69,97.05,67.52,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T09:00:00.000000,Switzerland,Switzerland,CH,21.91,49.83,96.88,71.59,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T10:00:00.000000,Switzerland,Switzerland,CH,23.75,52.48,96.64,72.41,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T11:00:00.000000,Switzerland,Switzerland,CH,22.86,51.47,96.77,73.16,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T12:00:00.000000,Switzerland,Switzerland,CH,23.8,52.41,96.64,72.53,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T13:00:00.000000,Switzerland,Switzerland,CH,26.71,55.39,96.25,71.62,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T14:00:00.000000,Switzerland,Switzerland,CH,22.53,49.28,96.77,67.84,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T15:00:00.000000,Switzerland,Switzerland,CH,17.08,41.54,97.52,63.39,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T16:00:00.000000,Switzerland,Switzerland,CH,24.12,48.11,96.78,59.33,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T17:00:00.000000,Switzerland,Switzerland,CH,15.28,37.78,97.87,57.55,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T18:00:00.000000,Switzerland,Switzerland,CH,28.15,51.37,96.38,56.07,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T19:00:00.000000,Switzerland,Switzerland,CH,31.64,54.89,95.97,52.38,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T20:00:00.000000,Switzerland,Switzerland,CH,36.17,59.63,95.36,50.62,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T21:00:00.000000,Switzerland,Switzerland,CH,37.03,60.56,95.22,48.32,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T22:00:00.000000,Switzerland,Switzerland,CH,29.64,52.18,96.08,46.19,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-02T23:00:00.000000,Switzerland,Switzerland,CH,30.12,52.65,96.03,45.24,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T00:00:00.000000,Switzerland,Switzerland,CH,34.29,57.1,95.51,43.0,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T01:00:00.000000,Switzerland,Switzerland,CH,36.36,59.17,95.24,41.89,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T02:00:00.000000,Switzerland,Switzerland,CH,38.03,61.05,94.98,41.68,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T03:00:00.000000,Switzerland,Switzerland,CH,46.77,71.14,93.73,43.75,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T04:00:00.000000,Switzerland,Switzerland,CH,19.87,41.62,97.15,46.4,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T05:00:00.000000,Switzerland,Switzerland,CH,5.97,27.61,98.92,54.04,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T06:00:00.000000,Switzerland,Switzerland,CH,16.11,40.86,97.35,64.82,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T07:00:00.000000,Switzerland,Switzerland,CH,19.95,45.8,97.08,66.41,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T08:00:00.000000,Switzerland,Switzerland,CH,20.95,47.74,97.12,68.16,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T09:00:00.000000,Switzerland,Switzerland,CH,22.93,51.68,96.93,73.15,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T10:00:00.000000,Switzerland,Switzerland,CH,26.06,56.64,96.62,77.75,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T11:00:00.000000,Switzerland,Switzerland,CH,26.3,57.06,96.58,78.25,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T12:00:00.000000,Switzerland,Switzerland,CH,26.3,56.88,96.57,77.82,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T13:00:00.000000,Switzerland,Switzerland,CH,28.11,58.39,96.31,75.51,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T14:00:00.000000,Switzerland,Switzerland,CH,23.96,51.41,96.73,68.3,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T15:00:00.000000,Switzerland,Switzerland,CH,29.28,55.51,95.93,62.21,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T16:00:00.000000,Switzerland,Switzerland,CH,5.3,27.46,99.05,60.61,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T17:00:00.000000,Switzerland,Switzerland,CH,7.06,30.43,98.66,62.1,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T18:00:00.000000,Switzerland,Switzerland,CH,5.02,27.81,99.13,62.83,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T19:00:00.000000,Switzerland,Switzerland,CH,7.61,28.95,98.63,53.87,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T20:00:00.000000,Switzerland,Switzerland,CH,36.73,60.75,94.76,49.6,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T21:00:00.000000,Switzerland,Switzerland,CH,45.08,69.51,93.95,46.17,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T22:00:00.000000,Switzerland,Switzerland,CH,35.22,58.04,95.31,43.79,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-03T23:00:00.000000,Switzerland,Switzerland,CH,38.57,61.51,94.85,43.06,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T00:00:00.000000,Switzerland,Switzerland,CH,50.44,74.96,93.31,42.2,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T01:00:00.000000,Switzerland,Switzerland,CH,55.38,80.67,92.54,42.02,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T02:00:00.000000,Switzerland,Switzerland,CH,36.76,59.96,94.68,41.75,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T03:00:00.000000,Switzerland,Switzerland,CH,16.8,37.8,97.27,44.23,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T04:00:00.000000,Switzerland,Switzerland,CH,6.1,27.18,98.91,51.15,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T05:00:00.000000,Switzerland,Switzerland,CH,6.31,28.69,98.83,57.46,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T06:00:00.000000,Switzerland,Switzerland,CH,9.28,32.69,98.3,62.63,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T07:00:00.000000,Switzerland,Switzerland,CH,24.46,51.18,96.25,65.74,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T08:00:00.000000,Switzerland,Switzerland,CH,20.47,47.54,97.14,68.8,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T09:00:00.000000,Switzerland,Switzerland,CH,22.3,50.84,97.09,72.7,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T10:00:00.000000,Switzerland,Switzerland,CH,26.87,57.43,96.59,76.51,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T11:00:00.000000,Switzerland,Switzerland,CH,27.18,57.97,96.55,77.48,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T12:00:00.000000,Switzerland,Switzerland,CH,23.46,52.84,96.98,74.92,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T13:00:00.000000,Switzerland,Switzerland,CH,17.77,45.0,97.63,70.49,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T14:00:00.000000,Switzerland,Switzerland,CH,15.83,41.53,97.78,66.11,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T15:00:00.000000,Switzerland,Switzerland,CH,15.65,39.91,97.72,62.47,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T16:00:00.000000,Switzerland,Switzerland,CH,5.08,27.0,99.08,60.15,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T17:00:00.000000,Switzerland,Switzerland,CH,5.37,26.77,99.02,57.72,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T18:00:00.000000,Switzerland,Switzerland,CH,5.29,26.6,99.03,58.68,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T19:00:00.000000,Switzerland,Switzerland,CH,5.27,25.83,99.02,55.51,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T20:00:00.000000,Switzerland,Switzerland,CH,26.64,48.87,96.41,50.57,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T21:00:00.000000,Switzerland,Switzerland,CH,29.91,52.27,96.04,48.34,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T22:00:00.000000,Switzerland,Switzerland,CH,9.29,29.03,98.48,48.04,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-04T23:00:00.000000,Switzerland,Switzerland,CH,15.68,36.53,97.73,48.05,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T00:00:00.000000,Switzerland,Switzerland,CH,10.33,30.1,98.34,44.47,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T01:00:00.000000,Switzerland,Switzerland,CH,6.46,25.49,98.77,43.09,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T02:00:00.000000,Switzerland,Switzerland,CH,7.97,27.33,98.59,43.75,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T03:00:00.000000,Switzerland,Switzerland,CH,11.79,31.8,98.15,44.61,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T04:00:00.000000,Switzerland,Switzerland,CH,6.88,26.64,98.75,46.49,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T05:00:00.000000,Switzerland,Switzerland,CH,5.74,26.25,98.93,51.12,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T06:00:00.000000,Switzerland,Switzerland,CH,10.65,33.76,98.34,60.41,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T07:00:00.000000,Switzerland,Switzerland,CH,11.62,36.63,98.3,65.3,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T08:00:00.000000,Switzerland,Switzerland,CH,14.58,42.86,98.0,74.53,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T09:00:00.000000,Switzerland,Switzerland,CH,15.27,44.62,97.92,77.96,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T10:00:00.000000,Switzerland,Switzerland,CH,10.75,38.92,98.48,77.68,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T11:00:00.000000,Switzerland,Switzerland,CH,7.47,34.4,98.91,76.57,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T12:00:00.000000,Switzerland,Switzerland,CH,4.26,29.95,99.31,75.79,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T13:00:00.000000,Switzerland,Switzerland,CH,3.58,28.7,99.37,73.59,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T14:00:00.000000,Switzerland,Switzerland,CH,4.64,29.25,99.21,69.41,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T15:00:00.000000,Switzerland,Switzerland,CH,4.29,27.56,99.21,64.33,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T16:00:00.000000,Switzerland,Switzerland,CH,6.87,29.26,98.82,59.09,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T17:00:00.000000,Switzerland,Switzerland,CH,17.13,40.39,97.42,56.95,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T18:00:00.000000,Switzerland,Switzerland,CH,20.31,43.59,97.06,56.7,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T19:00:00.000000,Switzerland,Switzerland,CH,23.91,47.76,96.62,56.29,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T20:00:00.000000,Switzerland,Switzerland,CH,28.28,52.8,96.09,56.47,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T21:00:00.000000,Switzerland,Switzerland,CH,25.05,49.28,96.51,56.63,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T22:00:00.000000,Switzerland,Switzerland,CH,20.22,43.13,97.11,52.78,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-05T23:00:00.000000,Switzerland,Switzerland,CH,14.84,36.27,97.71,49.89,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T00:00:00.000000,Switzerland,Switzerland,CH,15.46,36.82,97.59,47.71,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T01:00:00.000000,Switzerland,Switzerland,CH,19.77,42.34,97.06,49.51,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T02:00:00.000000,Switzerland,Switzerland,CH,21.13,44.27,96.93,51.12,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T03:00:00.000000,Switzerland,Switzerland,CH,21.82,45.22,96.83,52.42,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T04:00:00.000000,Switzerland,Switzerland,CH,17.31,39.75,97.39,52.36,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T05:00:00.000000,Switzerland,Switzerland,CH,12.0,34.17,98.1,54.43,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T06:00:00.000000,Switzerland,Switzerland,CH,5.45,27.44,98.98,59.01,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T07:00:00.000000,Switzerland,Switzerland,CH,4.55,28.53,99.22,67.89,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T08:00:00.000000,Switzerland,Switzerland,CH,8.15,34.6,98.79,73.89,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T09:00:00.000000,Switzerland,Switzerland,CH,6.29,32.55,99.05,75.81,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T10:00:00.000000,Switzerland,Switzerland,CH,7.34,34.15,98.91,76.55,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T11:00:00.000000,Switzerland,Switzerland,CH,4.59,30.54,99.27,76.04,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T12:00:00.000000,Switzerland,Switzerland,CH,3.67,28.97,99.38,73.85,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T13:00:00.000000,Switzerland,Switzerland,CH,3.58,28.53,99.39,72.0,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T14:00:00.000000,Switzerland,Switzerland,CH,3.74,27.99,99.34,68.79,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T15:00:00.000000,Switzerland,Switzerland,CH,5.37,29.07,98.96,64.14,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T16:00:00.000000,Switzerland,Switzerland,CH,4.62,26.98,99.15,60.58,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T17:00:00.000000,Switzerland,Switzerland,CH,5.63,26.92,98.96,55.97,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2025-04-06T18:00:00.000000,Switzerland,Switzerland,CH,4.96,25.99,99.09,57.63,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
