Date (GMT+1),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (CH),Day Ahead Auction (IT-North-CH)
,Power (MW),Power (MW),Power (MW),"Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)"
2015-04-13T23:00+02:00,,,4.88,50.25,50.36
2015-04-14T00:00+02:00,,,3.39,43.56,44.96
2015-04-14T01:00+02:00,,,1.55,38.02,42.34
2015-04-14T02:00+02:00,,,1.53,35.21,41
2015-04-14T03:00+02:00,,,1.26,34.08,40.37
2015-04-14T04:00+02:00,,,1.46,34.03,42.34
2015-04-14T05:00+02:00,,,1.65,37.92,42.34
2015-04-14T06:00+02:00,,,2.19,48.49,48.99
2015-04-14T07:00+02:00,,,12.35,54.97,55
2015-04-14T08:00+02:00,,,37.99,60.09,60.59
2015-04-14T09:00+02:00,,,70.33,56.73,55
2015-04-14T10:00+02:00,,2.67,98.96,53.45,52.99
2015-04-14T11:00+02:00,,81.87,118.23,50.53,51.49
2015-04-14T12:00+02:00,,137.07,130,47.32,46.84
2015-04-14T13:00+02:00,,198.93,133.04,46.49,45
2015-04-14T14:00+02:00,,86.13,128.12,45.24,44.01
2015-04-14T15:00+02:00,,,116.19,43.19,43.69
2015-04-14T16:00+02:00,,17.87,97.03,42.93,43.74
2015-04-14T17:00+02:00,,168.8,67.14,42.93,47.42
2015-04-14T18:00+02:00,,177.07,34.24,45.73,50.64
2015-04-14T19:00+02:00,,217.07,9.71,48.5,55.05
2015-04-14T20:00+02:00,,240,1.46,51.86,65.58
2015-04-14T21:00+02:00,,154.93,0.96,53.51,55
2015-04-14T22:00+02:00,,32.8,1.38,52.27,50.94
2015-04-14T23:00+02:00,,,1.86,45.85,45.7
2015-04-15T00:00+02:00,,,2.43,38.34,42.53
2015-04-15T01:00+02:00,,,1.57,33.5,41.84
2015-04-15T02:00+02:00,,,1.73,30.32,41
2015-04-15T03:00+02:00,,,2.15,25.58,40.74
2015-04-15T04:00+02:00,,,1.73,25.11,40.24
2015-04-15T05:00+02:00,,,1.9,29.99,41
2015-04-15T06:00+02:00,,,2.71,39.96,44.66
2015-04-15T07:00+02:00,,,14.16,49.67,50
2015-04-15T08:00+02:00,,,44.39,53.16,56
2015-04-15T09:00+02:00,,,80.46,52.62,53.34
2015-04-15T10:00+02:00,,,113.12,50.67,51.89
2015-04-15T11:00+02:00,,,134.4,50.3,52.55
2015-04-15T12:00+02:00,,,145.19,46.01,49.16
2015-04-15T13:00+02:00,,,147.09,45.01,49.9
2015-04-15T14:00+02:00,,,138.86,43.95,50.03
2015-04-15T15:00+02:00,,,120.4,43.87,48.84
2015-04-15T16:00+02:00,,,95.67,44.07,47.78
2015-04-15T17:00+02:00,,,67.29,44.07,50.12
2015-04-15T18:00+02:00,,,36.49,45.32,53.63
2015-04-15T19:00+02:00,,,12.14,48.93,56
2015-04-15T20:00+02:00,,,1.72,49.9,67.66
2015-04-15T21:00+02:00,,,1.01,51.36,58.25
2015-04-15T22:00+02:00,,,1.22,49.55,53.98
2015-04-15T23:00+02:00,,,3.65,42.52,50.29
2015-04-16T00:00+02:00,,,4.59,34.61,43.7
2015-04-16T01:00+02:00,,,2.49,29.63,43.88
2015-04-16T02:00+02:00,,,1.96,27.03,42.16
2015-04-16T03:00+02:00,,,3.55,25.35,39.8
2015-04-16T04:00+02:00,,,7.42,24.58,40.87
2015-04-16T05:00+02:00,,,5.84,29.13,42.16
2015-04-16T06:00+02:00,,,5.17,42.05,49.94
2015-04-16T07:00+02:00,,,16.89,49.63,53.98
2015-04-16T08:00+02:00,,,35.04,50.54,55.67
2015-04-16T09:00+02:00,,,58.01,48,55.37
2015-04-16T10:00+02:00,,,81.14,48.16,51.05
2015-04-16T11:00+02:00,,,102.41,49.59,52.75
2015-04-16T12:00+02:00,,,110.67,45.99,50
2015-04-16T13:00+02:00,,,96.07,45.98,50
2015-04-16T14:00+02:00,,,95.79,45.91,50.06
2015-04-16T15:00+02:00,,,70.99,45.03,47.19
2015-04-16T16:00+02:00,,,44.31,45.16,51.01
2015-04-16T17:00+02:00,,,28.01,43.39,52.01
2015-04-16T18:00+02:00,,,22.46,45.04,53.01
2015-04-16T19:00+02:00,,,13.32,47.92,54.92
2015-04-16T20:00+02:00,,,8.68,48.5,69.02
2015-04-16T21:00+02:00,,,8.72,46.09,58.05
2015-04-16T22:00+02:00,,,10.27,45.94,51.3
2015-04-16T23:00+02:00,,,10.54,42.12,45.3
2015-04-17T00:00+02:00,,,7.21,44.35,42.95
2015-04-17T01:00+02:00,,,8.76,40.93,42
2015-04-17T02:00+02:00,,,10.08,37.67,39.29
2015-04-17T03:00+02:00,,,7.69,28.03,36.72
2015-04-17T04:00+02:00,,,6.36,27.01,34.75
2015-04-17T05:00+02:00,,,6.41,32.55,37.51
2015-04-17T06:00+02:00,,,9.97,45.58,43.23
2015-04-17T07:00+02:00,,,10.84,52.05,52.1
2015-04-17T08:00+02:00,,,12.79,54.92,60.99
2015-04-17T09:00+02:00,,,12.32,53.96,61
2015-04-17T10:00+02:00,,,17.48,51.08,59.79
2015-04-17T11:00+02:00,,,25.98,53.42,58.03
2015-04-17T12:00+02:00,,,30.09,50.94,51.5
2015-04-17T13:00+02:00,,,39.14,50.59,50
2015-04-17T14:00+02:00,,,39.77,49.98,52.78
2015-04-17T15:00+02:00,,,35.62,48.01,53.03
2015-04-17T16:00+02:00,,,29.13,47.03,49.1
2015-04-17T17:00+02:00,,,22.84,45.58,46.43
2015-04-17T18:00+02:00,,,16.99,45.55,46.89
2015-04-17T19:00+02:00,,,11.12,45.42,49.92
2015-04-17T20:00+02:00,,,6.99,45.95,63.48
2015-04-17T21:00+02:00,,,6.42,45.91,52.68
2015-04-17T22:00+02:00,,,6.29,45.97,46.47
2015-04-17T23:00+02:00,,,4.76,43.34,44.77
2015-04-18T00:00+02:00,,,4.03,34.84,41.82
2015-04-18T01:00+02:00,,,4.82,28.11,35
2015-04-18T02:00+02:00,,,5.03,27.26,28.17
2015-04-18T03:00+02:00,,,5.06,25.96,27.46
2015-04-18T04:00+02:00,,,3.94,25.15,27.5
2015-04-18T05:00+02:00,,,4.39,26.07,28.17
2015-04-18T06:00+02:00,,,7.17,27.1,36.61
2015-04-18T07:00+02:00,,,11.01,26.84,43.67
2015-04-18T08:00+02:00,,,26.56,28.4,51.01
2015-04-18T09:00+02:00,,,51.92,26.14,59.18
2015-04-18T10:00+02:00,,,75.09,24.64,61.6
2015-04-18T11:00+02:00,,,94.67,21.82,61.26
2015-04-18T12:00+02:00,,,104.08,19.3,56.03
2015-04-18T13:00+02:00,,,113.97,16.96,52.69
2015-04-18T14:00+02:00,,,113.31,13.65,50.58
2015-04-18T15:00+02:00,,,109.99,13.97,51.62
2015-04-18T16:00+02:00,,,102.25,15.96,54.54
2015-04-18T17:00+02:00,,,78.3,22.91,50.71
2015-04-18T18:00+02:00,,,49.65,29.61,52.05
2015-04-18T19:00+02:00,,,25.94,33,52.05
2015-04-18T20:00+02:00,,,18.68,35.93,52.04
2015-04-18T21:00+02:00,,,19.75,36.48,40.8
2015-04-18T22:00+02:00,,,18.97,33.57,42.14
2015-04-18T23:00+02:00,,,18.08,28.38,47
2015-04-19T00:00+02:00,,,18.15,25.82,58.25
2015-04-19T01:00+02:00,,,18.41,24.08,48.7
2015-04-19T02:00+02:00,,,18.84,20.73,45.21
2015-04-19T03:00+02:00,,,17.95,22,39.2
2015-04-19T04:00+02:00,,,18.43,21.9,39.11
2015-04-19T05:00+02:00,,,18.29,20.53,41.9
2015-04-19T06:00+02:00,,,18.9,19.82,41.9
2015-04-19T07:00+02:00,,,25.75,18.81,39.55
2015-04-19T08:00+02:00,,,41.7,18.07,40.05
2015-04-19T09:00+02:00,,,55.28,14.51,44.58
2015-04-19T10:00+02:00,,,64.55,10.3,49.8
2015-04-19T11:00+02:00,,,74.61,9.14,48.46
2015-04-19T12:00+02:00,,,80.91,8.44,45.01
2015-04-19T13:00+02:00,,,82.03,6.46,37.92
2015-04-19T14:00+02:00,,,79.56,3.86,36.12
2015-04-19T15:00+02:00,,,75.35,1.12,39.03
2015-04-19T16:00+02:00,,,66.06,5.08,43.9
2015-04-19T17:00+02:00,,,48.31,15.04,44.4
2015-04-19T18:00+02:00,,,27.88,22.55,53.17
2015-04-19T19:00+02:00,,,10.93,28.1,60.99
2015-04-19T20:00+02:00,,,6.12,32.49,96.56
2015-04-19T21:00+02:00,,,7,33.08,76.23
2015-04-19T22:00+02:00,,,6.14,32.38,65.99
2015-04-19T23:00+02:00,,,4.04,27.06,56.94
2015-04-20T00:00+02:00,,,1.8,24.52,46.99
2015-04-20T01:00+02:00,,,0.51,23.03,44.06
2015-04-20T02:00+02:00,,,0.49,21.02,42.74
2015-04-20T03:00+02:00,,,0.37,20.66,39.63
2015-04-20T04:00+02:00,,,0.6,22.17,42.18
2015-04-20T05:00+02:00,,,0.66,28.97,42.74
2015-04-20T06:00+02:00,,,4.22,43.41,45.02
2015-04-20T07:00+02:00,,,21.54,49.68,51.58
2015-04-20T08:00+02:00,,,61.25,52.38,56.11
2015-04-20T09:00+02:00,,,106.64,51.36,54.14
2015-04-20T10:00+02:00,,,145.37,51.04,52
2015-04-20T11:00+02:00,,,173.22,50.08,52.02
2015-04-20T12:00+02:00,,,187.69,47.62,46.29
2015-04-20T13:00+02:00,,,189.79,46.1,44.45
2015-04-20T14:00+02:00,,,178.03,44.28,43.9
2015-04-20T15:00+02:00,,,161.56,43.15,45.68
2015-04-20T16:00+02:00,,,139.49,42.19,49.91
2015-04-20T17:00+02:00,,,103.09,39.35,50.25
2015-04-20T18:00+02:00,,,57.05,40.63,54.43
2015-04-20T19:00+02:00,,,20.36,44.43,55.44
2015-04-20T20:00+02:00,,,7.5,47.04,60.99
2015-04-20T21:00+02:00,,,9.13,45.01,50.05
2015-04-20T22:00+02:00,,,5.92,43.95,49.83
2015-04-20T23:00+02:00,,,8.3,41.03,50.99
2015-04-21T00:00+02:00,1372,,12.98,33,42.9
2015-04-21T01:00+02:00,1371.5,,14.9,31.11,41
2015-04-21T02:00+02:00,1372.8,,16.57,28.03,38.5
2015-04-21T03:00+02:00,1373.4,,16.53,26.56,27.95
2015-04-21T04:00+02:00,1374.1,,14.79,27.34,28.17
2015-04-21T05:00+02:00,1374.5,,14.49,31.64,35.3
2015-04-21T06:00+02:00,1375.4,,14.93,42.68,42.7
2015-04-21T07:00+02:00,1374.8,,28.51,46.93,48.21
2015-04-21T08:00+02:00,1372.2,,59.06,52.09,53.98
2015-04-21T09:00+02:00,1370.6,,92.64,50.96,52.81
2015-04-21T10:00+02:00,1365.8,,121.92,47.09,50.13
2015-04-21T11:00+02:00,1365.6,,142.73,46.95,50.25
2015-04-21T12:00+02:00,1364.7,,154.66,44.37,44.94
2015-04-21T13:00+02:00,1363.7,,158.42,42.58,43.37
2015-04-21T14:00+02:00,1359.4,,154.18,42.08,43.73
2015-04-21T15:00+02:00,1361.2,,140.84,39.46,41.8
2015-04-21T16:00+02:00,1361,,115.91,39.06,45.02
2015-04-21T17:00+02:00,1361.4,,83.54,37.04,44.64
2015-04-21T18:00+02:00,1362,,45.65,39.12,49.52
2015-04-21T19:00+02:00,1359.7,,16.67,42.94,49.68
2015-04-21T20:00+02:00,1362.4,,8.31,42.81,55.42
2015-04-21T21:00+02:00,1363.7,,7.89,41.05,50.06
2015-04-21T22:00+02:00,1364.8,,6.96,41.23,49.94
2015-04-21T23:00+02:00,1368.8,,7.89,38.96,49.79
2015-04-22T00:00+02:00,1371.5,,8.06,36.01,44.47
2015-04-22T01:00+02:00,1372.9,,10.07,30.17,42.73
2015-04-22T02:00+02:00,1373.7,,9.66,27.5,41
2015-04-22T03:00+02:00,1373.3,,9.98,25.02,36.51
2015-04-22T04:00+02:00,1375.2,,12.4,25.13,39.92
2015-04-22T05:00+02:00,1375.9,,12.04,29.51,42.9
2015-04-22T06:00+02:00,1377.4,,11.79,41.11,53.37
2015-04-22T07:00+02:00,1376.2,,28.5,47.57,53.01
2015-04-22T08:00+02:00,1374.6,,69.6,50.58,54.41
2015-04-22T09:00+02:00,1370.6,,111.09,48.08,49.57
2015-04-22T10:00+02:00,1366.7,,144.96,44.72,44.8
2015-04-22T11:00+02:00,1363.6,,168.14,44.91,43.75
2015-04-22T12:00+02:00,1363.2,,180.82,42.25,39.91
2015-04-22T13:00+02:00,1361.4,,185.5,41.76,40.09
2015-04-22T14:00+02:00,1364.9,,181.71,40.92,41
2015-04-22T15:00+02:00,1366.2,,165.07,38.4,42.28
2015-04-22T16:00+02:00,1361.2,,136.3,37.74,48.4
2015-04-22T17:00+02:00,1360.3,,96.99,38.9,49.42
2015-04-22T18:00+02:00,1360.5,,52.49,43.22,51.64
2015-04-22T19:00+02:00,1361.1,,16.77,47.55,51.5
2015-04-22T20:00+02:00,1362.5,,3.14,47.98,52.49
2015-04-22T21:00+02:00,1364.3,,2,46.07,49.21
2015-04-22T22:00+02:00,1365.1,,3.33,42.86,45.74
2015-04-22T23:00+02:00,1368.1,,3.68,40.07,48.93
2015-04-23T00:00+02:00,1371.2,,2.48,35.8,48.91
2015-04-23T01:00+02:00,1372.3,,2.27,32.12,44.5
2015-04-23T02:00+02:00,1373,,0.94,28.74,44
2015-04-23T03:00+02:00,1373.2,,1.36,27.15,43
2015-04-23T04:00+02:00,1372.7,,3.64,27.63,41
2015-04-23T05:00+02:00,1374.1,,3.83,31.75,44
2015-04-23T06:00+02:00,1371.2,,3.61,40.98,47.43
2015-04-23T07:00+02:00,1378.4,,21.48,47.55,55.55
2015-04-23T08:00+02:00,1379.1,,59.92,50.74,57
2015-04-23T09:00+02:00,1372.9,,104.6,43.98,55.83
2015-04-23T10:00+02:00,1372.6,,141.51,41.98,53.53
2015-04-23T11:00+02:00,1376,,166.91,42.49,52.02
2015-04-23T12:00+02:00,1372.3,,182.56,41.98,45.9
2015-04-23T13:00+02:00,1372.4,,187.53,41.93,46.08
2015-04-23T14:00+02:00,1370.4,,180.87,41.64,49.81
2015-04-23T15:00+02:00,1364.5,,162.39,38.98,50.03
2015-04-23T16:00+02:00,1364.4,,132.36,37.89,50.03
2015-04-23T17:00+02:00,1367.5,,91.13,38.95,51.48
2015-04-23T18:00+02:00,1366.6,,49.89,43.94,53.25
2015-04-23T19:00+02:00,1368.7,,16.92,49.01,55.44
2015-04-23T20:00+02:00,1368.7,,4.82,48.54,66.98
2015-04-23T21:00+02:00,1369.4,,2.19,47.01,58.83
2015-04-23T22:00+02:00,1370.9,,1.96,42.19,51.71
2015-04-23T23:00+02:00,1372.5,,1.83,38,49.63
2015-04-24T00:00+02:00,,,1.7,30.34,46.8
2015-04-24T01:00+02:00,,,2.59,29.22,43.9
2015-04-24T02:00+02:00,,,4.39,28.44,42.74
2015-04-24T03:00+02:00,,,4.8,26.67,41.45
2015-04-24T04:00+02:00,,,3.61,27.08,41
2015-04-24T05:00+02:00,,,3.11,30.71,44.18
2015-04-24T06:00+02:00,,,3.11,39.63,53.98
2015-04-24T07:00+02:00,,,16.41,45.46,55
2015-04-24T08:00+02:00,,,45.91,45.38,56.22
2015-04-24T09:00+02:00,,,78.83,40.47,55
2015-04-24T10:00+02:00,,,105.72,39.94,50.61
2015-04-24T11:00+02:00,,,123.45,39.96,49.41
2015-04-24T12:00+02:00,,,134.02,39.45,42.68
2015-04-24T13:00+02:00,,,138.07,39.03,42.4
2015-04-24T14:00+02:00,,,134.46,36.02,45.74
2015-04-24T15:00+02:00,,,121.77,30.9,50
2015-04-24T16:00+02:00,,,99.74,29.07,51
2015-04-24T17:00+02:00,,,68.6,31.93,51.5
2015-04-24T18:00+02:00,,,38.82,37.87,53.45
2015-04-24T19:00+02:00,,,14.32,40.47,55
2015-04-24T20:00+02:00,,,3.38,42.07,60
2015-04-24T21:00+02:00,,,1.02,40.18,60.99
2015-04-24T22:00+02:00,,,1.16,37.64,56.22
2015-04-24T23:00+02:00,,,0.95,30.28,56.22
2015-04-25T00:00+02:00,,,1.97,29.12,76.68
2015-04-25T01:00+02:00,,,4.02,25.93,67.24
2015-04-25T02:00+02:00,,,7,24.86,63.87
2015-04-25T03:00+02:00,,,7.33,24.09,56.32
2015-04-25T04:00+02:00,,,5.7,23.96,56.32
2015-04-25T05:00+02:00,,,8.65,24.18,63.93
2015-04-25T06:00+02:00,,,13.32,25.06,55
2015-04-25T07:00+02:00,,,22.9,26.04,52.68
2015-04-25T08:00+02:00,,,32.92,29.92,44.6
2015-04-25T09:00+02:00,,,46.93,30.41,42.51
2015-04-25T10:00+02:00,,,59.63,30.97,43.79
2015-04-25T11:00+02:00,,,68.1,30.38,41.8
2015-04-25T12:00+02:00,,,64.92,30.46,41.75
2015-04-25T13:00+02:00,,,56.5,28.2,35
2015-04-25T14:00+02:00,,,51.21,26.14,32.79
2015-04-25T15:00+02:00,,,48.63,27.01,39.44
2015-04-25T16:00+02:00,,,33.46,27.08,42.51
2015-04-25T17:00+02:00,,,26.35,30.08,42.69
2015-04-25T18:00+02:00,,,17.26,32.23,45
2015-04-25T19:00+02:00,,,10.81,35.48,53
2015-04-25T20:00+02:00,,,9.58,36.8,61.95
2015-04-25T21:00+02:00,,,9.44,35.57,60.99
2015-04-25T22:00+02:00,,,9.17,33.23,56.48
2015-04-25T23:00+02:00,,,8.87,29.04,54.72
2015-04-26T00:00+02:00,,,7.54,25.16,55.27
2015-04-26T01:00+02:00,,,7.19,22.45,51.37
2015-04-26T02:00+02:00,,,8.62,21.82,49.43
2015-04-26T03:00+02:00,,,7.81,18.08,44.02
2015-04-26T04:00+02:00,,,7.7,17.34,47.99
2015-04-26T05:00+02:00,,,5.07,17.78,56.49
2015-04-26T06:00+02:00,,,5.38,17.93,54.92
2015-04-26T07:00+02:00,,,10.23,19.67,51.5
2015-04-26T08:00+02:00,,,17.4,23.29,53.99
2015-04-26T09:00+02:00,,,24.85,24.04,49.49
2015-04-26T10:00+02:00,,,34.45,23.57,43.85
2015-04-26T11:00+02:00,,,47.19,24.13,43.85
2015-04-26T12:00+02:00,,,49.67,23.9,41.8
2015-04-26T13:00+02:00,,,50.63,20,35
2015-04-26T14:00+02:00,,,44.74,16.28,33.21
2015-04-26T15:00+02:00,,,34.5,16.01,38.96
2015-04-26T16:00+02:00,,,32.16,18.79,42.31
2015-04-26T17:00+02:00,,,25.87,24.62,42.51
2015-04-26T18:00+02:00,,,14.09,27.1,46.79
2015-04-26T19:00+02:00,,,6.78,31.39,52.92
2015-04-26T20:00+02:00,,,3.78,32.86,61.95
2015-04-26T21:00+02:00,,,3.2,32.73,60.01
2015-04-26T22:00+02:00,,,3.43,31.17,51.23
2015-04-26T23:00+02:00,,,1.71,26.46,47.24
2015-04-27T00:00+02:00,,,3.1,25.61,45.53
2015-04-27T01:00+02:00,,,1.27,23.36,43.05
2015-04-27T02:00+02:00,,,3.02,18.72,41.44
2015-04-27T03:00+02:00,,,1.73,16.9,40.94
2015-04-27T04:00+02:00,,,1.66,16.55,41.75
2015-04-27T05:00+02:00,,,1.83,22.3,43.05
2015-04-27T06:00+02:00,,,1.87,32.19,51.5
2015-04-27T07:00+02:00,,,10.56,40.16,55.31
2015-04-27T08:00+02:00,,,29.43,44.38,65
2015-04-27T09:00+02:00,,,56.72,42.03,74
2015-04-27T10:00+02:00,,,80.81,42.38,84.57
2015-04-27T11:00+02:00,,,98.81,40.49,85
2015-04-27T12:00+02:00,,,108.41,40.28,56.76
2015-04-27T13:00+02:00,,,106.69,40.09,54.28
2015-04-27T14:00+02:00,,,106.18,37.21,67.13
2015-04-27T15:00+02:00,,,99.59,34.72,74.37
2015-04-27T16:00+02:00,,,76.87,32.56,64.36
2015-04-27T17:00+02:00,,,48.96,34.36,55.27
2015-04-27T18:00+02:00,,,26.27,38.28,55.24
2015-04-27T19:00+02:00,,,12.14,42.04,54.65
2015-04-27T20:00+02:00,,,5.31,41.06,60.99
2015-04-27T21:00+02:00,,,4.64,39.61,55.38
2015-04-27T22:00+02:00,,,4.2,36.03,47.84
2015-04-27T23:00+02:00,,,7.61,31.88,42.56
2015-04-28T00:00+02:00,,,14.01,32.01,40.63
2015-04-28T01:00+02:00,,,15.93,28.29,31.69
2015-04-28T02:00+02:00,,,14.51,26.57,27.87
2015-04-28T03:00+02:00,,,14.3,25.09,25.14
2015-04-28T04:00+02:00,,,14.98,25.7,25.5
2015-04-28T05:00+02:00,,,16.74,30.01,31.73
2015-04-28T06:00+02:00,,,19.37,41.34,41
2015-04-28T07:00+02:00,,,23.24,49.28,49.05
2015-04-28T08:00+02:00,,,29.25,53.54,57.79
2015-04-28T09:00+02:00,,,33.25,51.97,57.61
2015-04-28T10:00+02:00,,,41.1,51.2,57.85
2015-04-28T11:00+02:00,,,44.11,47.56,56.75
2015-04-28T12:00+02:00,,,47.13,43.56,49.62
2015-04-28T13:00+02:00,,,47.45,43.7,48.02
2015-04-28T14:00+02:00,,,50.15,42.98,51.53
2015-04-28T15:00+02:00,,,48.46,40.78,52.03
2015-04-28T16:00+02:00,,,50.69,39.96,51.81
2015-04-28T17:00+02:00,,,44.47,38.98,51.45
2015-04-28T18:00+02:00,,,32.75,42.38,51.5
2015-04-28T19:00+02:00,,,17.35,44.09,52.27
2015-04-28T20:00+02:00,,,5.97,43.96,60.99
2015-04-28T21:00+02:00,,,3.23,42.14,51.85
2015-04-28T22:00+02:00,,,2.16,41.44,49.33
2015-04-28T23:00+02:00,,,1.37,38.07,44.29
2015-04-29T00:00+02:00,,,0.67,35.06,40.6
2015-04-29T01:00+02:00,,,0.33,28.68,36.02
2015-04-29T02:00+02:00,,,0.52,28.49,33.69
2015-04-29T03:00+02:00,,,0.75,26.09,30
2015-04-29T04:00+02:00,,,0.74,26.05,29.25
2015-04-29T05:00+02:00,,,0.71,29.52,40.63
2015-04-29T06:00+02:00,,,2.77,38.84,45.99
2015-04-29T07:00+02:00,,,16.63,48.09,54
2015-04-29T08:00+02:00,,,40.08,49.93,60.99
2015-04-29T09:00+02:00,,,68.13,47.66,60.99
2015-04-29T10:00+02:00,,,97.12,46.35,60
2015-04-29T11:00+02:00,,,115.86,42.3,60
2015-04-29T12:00+02:00,,,125.48,42.98,46.05
2015-04-29T13:00+02:00,,,127.3,42.9,44.35
2015-04-29T14:00+02:00,,,117.41,41.59,50.48
2015-04-29T15:00+02:00,,,97.27,38.98,56.19
2015-04-29T16:00+02:00,,,75.99,38.16,55.95
2015-04-29T17:00+02:00,,,51.14,37.8,55
2015-04-29T18:00+02:00,,,27.52,41.08,53.51
2015-04-29T19:00+02:00,,,13.21,45.19,47.46
2015-04-29T20:00+02:00,,,3.2,44.81,48.94
2015-04-29T21:00+02:00,,,1.2,42.98,46.46
2015-04-29T22:00+02:00,,,0.6,43.68,42.99
2015-04-29T23:00+02:00,,,0.72,40.26,41.55
2015-04-30T00:00+02:00,,,8.3,32.65,40.46
2015-04-30T01:00+02:00,,,7.63,26.3,39
2015-04-30T02:00+02:00,,,5.82,25.76,35.03
2015-04-30T03:00+02:00,,,7.6,24.96,30
2015-04-30T04:00+02:00,,,6.44,25.05,30
2015-04-30T05:00+02:00,,,6.6,27.53,38.63
2015-04-30T06:00+02:00,,,7.23,36.52,43.46
2015-04-30T07:00+02:00,,,22.37,46.45,47.35
2015-04-30T08:00+02:00,,,61.46,50.97,55.08
2015-04-30T09:00+02:00,,,109.14,50.05,55.52
2015-04-30T10:00+02:00,,,141.3,47.98,51.02
2015-04-30T11:00+02:00,,,162.63,46.02,49.58
2015-04-30T12:00+02:00,,,177.04,42.92,43.32
2015-04-30T13:00+02:00,,,178.15,41.43,44.03
2015-04-30T14:00+02:00,,,163.69,39.38,45.88
2015-04-30T15:00+02:00,,,115.35,38.09,45.14
2015-04-30T16:00+02:00,,,74.46,38.01,47.44
2015-04-30T17:00+02:00,,,48.53,35.54,47.94
2015-04-30T18:00+02:00,,,27.82,38.88,48.55
2015-04-30T19:00+02:00,,,13.34,40.92,51.02
2015-04-30T20:00+02:00,,,3.86,40.92,55.57
2015-04-30T21:00+02:00,,,2.26,38.54,55.29
2015-04-30T22:00+02:00,,,3.84,34.64,51.99
2015-04-30T23:00+02:00,,,8.6,28.22,51
2015-05-01T00:00+02:00,,,10.52,26.09,64.38
2015-05-01T01:00+02:00,,,11.62,24,50
2015-05-01T02:00+02:00,,,11.68,22.03,49.48
2015-05-01T03:00+02:00,,,12.22,21.08,44.57
2015-05-01T04:00+02:00,,,13.71,19.58,43.09
2015-05-01T05:00+02:00,,,15.28,19.5,42.51
2015-05-01T06:00+02:00,,,16.02,18.01,39.75
2015-05-01T07:00+02:00,,,18.01,18.82,38
2015-05-01T08:00+02:00,,,20.56,21.59,35.05
2015-05-01T09:00+02:00,,,26.16,24.05,34
2015-05-01T10:00+02:00,,,31.27,24.71,30
2015-05-01T11:00+02:00,,,34.5,25.64,26.85
2015-05-01T12:00+02:00,,,40.55,24.49,32.06
2015-05-01T13:00+02:00,,,44.62,22.7,21.4
2015-05-01T14:00+02:00,,,54.08,21.37,20.09
2015-05-01T15:00+02:00,,,55.95,19.58,19.12
2015-05-01T16:00+02:00,,,39.35,21.41,19.97
2015-05-01T17:00+02:00,,,27,22.62,30
2015-05-01T18:00+02:00,,,18.7,24.45,36.24
2015-05-01T19:00+02:00,,,15.87,25.55,43.74
2015-05-01T20:00+02:00,,,16.23,27.96,53.55
2015-05-01T21:00+02:00,,,14.27,28.11,50.77
2015-05-01T22:00+02:00,,,13.14,28.56,48.45
2015-05-01T23:00+02:00,,,14.72,26.79,41
2015-05-02T00:00+02:00,,,12.37,25.52,46.02
2015-05-02T01:00+02:00,,,16.51,24.39,42.98
2015-05-02T02:00+02:00,,,12.91,23.01,42
2015-05-02T03:00+02:00,,,15.08,21.66,39
2015-05-02T04:00+02:00,,,11.63,20.68,37.57
2015-05-02T05:00+02:00,,,9.45,21.29,41.02
2015-05-02T06:00+02:00,,,7.64,24.66,42.07
2015-05-02T07:00+02:00,,,15.31,26.66,51.01
2015-05-02T08:00+02:00,,,31.55,27.99,51.5
2015-05-02T09:00+02:00,,,51.33,26.3,48.87
2015-05-02T10:00+02:00,,,78.52,26.34,48.6
2015-05-02T11:00+02:00,,,94.26,25.22,41.6
2015-05-02T12:00+02:00,,,101.77,24.24,37.57
2015-05-02T13:00+02:00,,,94.15,22.81,27.63
2015-05-02T14:00+02:00,,,77.61,21.06,29.26
2015-05-02T15:00+02:00,,,55.83,20.16,38.77
2015-05-02T16:00+02:00,,,43.65,21.52,41.52
2015-05-02T17:00+02:00,,,28.4,24.9,43.07
2015-05-02T18:00+02:00,,,19.88,29.05,48
2015-05-02T19:00+02:00,,,10.41,32.74,53.26
2015-05-02T20:00+02:00,,,16.12,34.16,60.99
2015-05-02T21:00+02:00,,,17.64,32.52,60.99
2015-05-02T22:00+02:00,,,18.57,33.05,54.67
2015-05-02T23:00+02:00,,,18.71,28.06,51.5
2015-05-03T00:00+02:00,,,17.9,21.22,58
2015-05-03T01:00+02:00,,,16.76,19.06,54
2015-05-03T02:00+02:00,,,16.71,17.05,49.15
2015-05-03T03:00+02:00,,,18.4,14.88,48.56
2015-05-03T04:00+02:00,,,17.99,13.78,47.9
2015-05-03T05:00+02:00,,,14.68,13.71,48.45
2015-05-03T06:00+02:00,,,6.68,12.41,43
2015-05-03T07:00+02:00,,,7.05,11.95,42
2015-05-03T08:00+02:00,,,16.38,15.31,41.6
2015-05-03T09:00+02:00,,,24.72,18.43,41.84
2015-05-03T10:00+02:00,,,29.55,20.29,40.86
2015-05-03T11:00+02:00,,,32.52,21.96,40.51
2015-05-03T12:00+02:00,,,35.86,20.92,35
2015-05-03T13:00+02:00,,,35.62,18.01,21
2015-05-03T14:00+02:00,,,38.66,14.56,25.61
2015-05-03T15:00+02:00,,,39.84,13.02,26.08
