Date (GMT+1),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (CH),Day Ahead Auction (IT-North-CH)
,Power (MW),Power (MW),Power (MW),"Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)"
2015-08-05T07:00+02:00,984.6,,1070.91,39.03,58.19
2015-08-05T08:00+02:00,982.9,,1826.49,38.6,59.15
2015-08-05T09:00+02:00,978.8,,1370.01,38.04,58.6
2015-08-05T10:00+02:00,977.6,,1185.29,37.08,58.2
2015-08-05T11:00+02:00,976.7,,1281.47,37.32,57
2015-08-05T12:00+02:00,973.2,,1315.93,36.02,54.78
2015-08-05T13:00+02:00,976.6,,1320.35,35.07,55.92
2015-08-05T14:00+02:00,970.8,,1328.21,34.59,57
2015-08-05T15:00+02:00,966,,1399.8,35.01,59.15
2015-08-05T16:00+02:00,964.4,,1470.37,37.31,59
2015-08-05T17:00+02:00,962.2,,1577.95,39.91,60.16
2015-08-05T18:00+02:00,961.9,,2123.65,41.05,64.49
2015-08-05T19:00+02:00,962,,2389.28,43.09,66
2015-08-05T20:00+02:00,962.3,,2346.38,43.66,62
2015-08-05T21:00+02:00,963.6,,2152.33,43.2,65
2015-08-05T22:00+02:00,968.9,,1820.59,42.01,57.8
2015-08-05T23:00+02:00,970.9,,1092.07,35.18,54.99
2015-08-06T00:00+02:00,973.2,,825.59,31.71,69.1
2015-08-06T01:00+02:00,974.2,,718.73,29.23,61.33
2015-08-06T02:00+02:00,976.4,,561.37,27.3,61.15
2015-08-06T03:00+02:00,976.9,,450.54,23.05,59.01
2015-08-06T04:00+02:00,978.5,,528.26,22.41,58.21
2015-08-06T05:00+02:00,980.6,,574.37,25.62,61.15
2015-08-06T06:00+02:00,981.2,,817.21,32.01,63.22
2015-08-06T07:00+02:00,980.4,,1630.56,38.66,63.5
2015-08-06T08:00+02:00,978.2,,2084.47,41.93,65
2015-08-06T09:00+02:00,975.1,,1509.62,40.87,65.11
2015-08-06T10:00+02:00,971.4,,1148.76,37.99,64.93
2015-08-06T11:00+02:00,964.7,,1382.61,37,62
2015-08-06T12:00+02:00,958.3,,1280.54,33.98,59.93
2015-08-06T13:00+02:00,958.6,,1288.21,32.8,58.31
2015-08-06T14:00+02:00,955.8,,1147.39,32.6,63
2015-08-06T15:00+02:00,954.4,,1074.01,31.07,65
2015-08-06T16:00+02:00,952,,1256,33.43,66
2015-08-06T17:00+02:00,953,,1646.79,38.72,69.53
2015-08-06T18:00+02:00,953.9,,2280.67,43.16,73
2015-08-06T19:00+02:00,954.2,,2421.57,44.94,74.99
2015-08-06T20:00+02:00,955.4,,2252.35,41.98,69.75
2015-08-06T21:00+02:00,959.4,,2232.86,42.44,74.99
2015-08-06T22:00+02:00,963.6,,2089.03,41.91,68.28
2015-08-06T23:00+02:00,966,,1125.44,33.56,63.01
2015-08-07T00:00+02:00,969.6,,1002.27,32.4,63
2015-08-07T01:00+02:00,972.5,,764.01,30.03,59.15
2015-08-07T02:00+02:00,972.5,,703.61,27.56,57.85
2015-08-07T03:00+02:00,972.9,,668.23,25.51,57
2015-08-07T04:00+02:00,975.1,,665.08,25.32,54.5
2015-08-07T05:00+02:00,976,,665.06,28.54,57.87
2015-08-07T06:00+02:00,976.1,,1011.49,34.96,58
2015-08-07T07:00+02:00,980.9,,1483.45,40.98,60.65
2015-08-07T08:00+02:00,979.9,,1773.96,43.32,60.65
2015-08-07T09:00+02:00,979.1,,1491.27,41.96,62.32
2015-08-07T10:00+02:00,974.3,,1490.9,41.65,61.46
2015-08-07T11:00+02:00,967.9,,1413.86,38.52,58.33
2015-08-07T12:00+02:00,963,,1295.13,35.48,57
2015-08-07T13:00+02:00,960,,1255.63,34.95,57
2015-08-07T14:00+02:00,957.6,,1508.3,32.81,60.3
2015-08-07T15:00+02:00,951.2,,1332.07,32.03,63
2015-08-07T16:00+02:00,950,,1123.61,33.63,63.99
2015-08-07T17:00+02:00,948.8,,1462.78,38.17,65.32
2015-08-07T18:00+02:00,947.9,,1781.95,40.27,71.64
2015-08-07T19:00+02:00,949.7,,2164.51,42.36,72
2015-08-07T20:00+02:00,951.6,,2024,40.46,68.01
2015-08-07T21:00+02:00,956.1,,1916.03,38.94,70.56
2015-08-07T22:00+02:00,960.5,,1724.37,37.92,68.08
2015-08-07T23:00+02:00,964.4,,1077.12,31.93,64.01
2015-08-08T00:00+02:00,964.4,,886.15,28.6,61.6
2015-08-08T01:00+02:00,965.5,,856.76,27.05,58.2
2015-08-08T02:00+02:00,968.5,,692.18,25.57,57.79
2015-08-08T03:00+02:00,968.3,,652.06,24.08,56.03
2015-08-08T04:00+02:00,970.3,,658.43,23.03,54.78
2015-08-08T05:00+02:00,972.8,,643.52,23.75,56.01
2015-08-08T06:00+02:00,975.7,,656.55,23.34,53
2015-08-08T07:00+02:00,976.8,,679.51,25.06,53.82
2015-08-08T08:00+02:00,973.9,,859.54,26.69,55.01
2015-08-08T09:00+02:00,968.9,,1050.34,26.59,56.45
2015-08-08T10:00+02:00,965.2,,938.69,25.06,57.87
2015-08-08T11:00+02:00,960.8,,1048.76,23.85,57.8
2015-08-08T12:00+02:00,961.9,,1065.03,22.22,56.03
2015-08-08T13:00+02:00,963.5,,1030,21.07,56.01
2015-08-08T14:00+02:00,964.4,,1142.37,19,56.03
2015-08-08T15:00+02:00,964.1,,1114.43,19.53,56.01
2015-08-08T16:00+02:00,962.8,,1023.21,19.39,57.87
2015-08-08T17:00+02:00,962.2,,1273.04,25.56,60.42
2015-08-08T18:00+02:00,960.8,,1366.93,29.05,66
2015-08-08T19:00+02:00,962.8,,1110.47,30,70
2015-08-08T20:00+02:00,964.4,,1131.82,29.5,64.65
2015-08-08T21:00+02:00,966.5,,1149.77,29.91,74.25
2015-08-08T22:00+02:00,967.4,,1201.78,31.17,69
2015-08-08T23:00+02:00,975.9,,1234.25,27.6,61.6
2015-08-09T00:00+02:00,976,,779.35,26.59,58
2015-08-09T01:00+02:00,976.2,,682.59,23.07,57.86
2015-08-09T02:00+02:00,976,,695.74,22.08,56.03
2015-08-09T03:00+02:00,975.7,,657.48,19.13,55.02
2015-08-09T04:00+02:00,975.8,,665.26,18.16,52.03
2015-08-09T05:00+02:00,975.5,,658.49,17.43,54.47
2015-08-09T06:00+02:00,979.1,,665.59,17.63,52.44
2015-08-09T07:00+02:00,978.5,,705.76,20.09,48.21
2015-08-09T08:00+02:00,979.1,,785.05,21.54,48.21
2015-08-09T09:00+02:00,978.2,,803.43,22.7,48.21
2015-08-09T10:00+02:00,975.9,,763.38,23.4,49
2015-08-09T11:00+02:00,976.8,,748.32,24.81,48.82
2015-08-09T12:00+02:00,975.8,,767.48,24.17,48.74
2015-08-09T13:00+02:00,975.2,,766.77,22.24,45.49
2015-08-09T14:00+02:00,975.5,,796.52,20.93,45.49
2015-08-09T15:00+02:00,976.5,,839.73,20.04,48.11
2015-08-09T16:00+02:00,975.9,,904.34,20.17,53.11
2015-08-09T17:00+02:00,976.3,,932.68,23.08,52.26
2015-08-09T18:00+02:00,978,,1500.06,28.08,58
2015-08-09T19:00+02:00,975.4,,1784.52,33.22,65.51
2015-08-09T20:00+02:00,975.2,,1525.19,33.29,60
2015-08-09T21:00+02:00,972.7,,1660.56,34.78,73.99
2015-08-09T22:00+02:00,970.7,,1647.8,35.4,67.5
2015-08-09T23:00+02:00,971.5,,1237.75,32.29,62.6
2015-08-10T00:00+02:00,970.3,,917.98,25.35,57.5
2015-08-10T01:00+02:00,972.3,,847.23,23.99,55.83
2015-08-10T02:00+02:00,973.4,,863.97,23.34,54.46
2015-08-10T03:00+02:00,974.1,,817.95,21.79,50.24
2015-08-10T04:00+02:00,973.7,,793.16,22.53,50.02
2015-08-10T05:00+02:00,973.5,,841.47,25.96,52.99
2015-08-10T06:00+02:00,973.8,,1664.49,32.93,54.68
2015-08-10T07:00+02:00,978.3,,1831.12,39.63,55.66
2015-08-10T08:00+02:00,980,,2105.65,41.66,56.01
2015-08-10T09:00+02:00,982.4,,2093.35,40.9,55
2015-08-10T10:00+02:00,981.8,,2106.14,41.01,53.42
2015-08-10T11:00+02:00,977.2,,2087.71,40.54,52.59
2015-08-10T12:00+02:00,969.1,,1781.38,38.29,53.01
2015-08-10T13:00+02:00,968.2,,1404.87,36.94,53.01
2015-08-10T14:00+02:00,967.2,,1531.72,36.26,54.1
2015-08-10T15:00+02:00,965.8,,1477.69,35.06,54.99
2015-08-10T16:00+02:00,964.3,,1426.44,36.51,58
2015-08-10T17:00+02:00,964.2,,1768.23,39.44,56.33
2015-08-10T18:00+02:00,965.9,,2068.6,42.16,61.15
2015-08-10T19:00+02:00,966.4,,2175,43.13,66.08
2015-08-10T20:00+02:00,967.7,,2107.67,41.99,58.41
2015-08-10T21:00+02:00,969.5,,1894.21,41.91,67.55
2015-08-10T22:00+02:00,971,,1502.39,40.91,63.35
2015-08-10T23:00+02:00,973.7,,1019.15,34.09,61.15
2015-08-11T00:00+02:00,974,,844.88,31.02,56.01
2015-08-11T01:00+02:00,974.6,,837.79,29.58,53.36
2015-08-11T02:00+02:00,974.7,,843.05,28.25,55.58
2015-08-11T03:00+02:00,974,,855.62,26.19,52.92
2015-08-11T04:00+02:00,973.8,,861.32,25.9,52.1
2015-08-11T05:00+02:00,974.4,,919.8,28.03,54
2015-08-11T06:00+02:00,973.6,,1222.66,35.66,54.99
2015-08-11T07:00+02:00,972.9,,2042.77,41.72,53.81
2015-08-11T08:00+02:00,972.9,,2221.47,42.3,54.32
2015-08-11T09:00+02:00,972.3,,2279.44,43,52.9
2015-08-11T10:00+02:00,970.8,,2297.05,42.62,52.62
2015-08-11T11:00+02:00,969.4,,2252.87,41.93,50.92
2015-08-11T12:00+02:00,967.2,,2239.75,39.06,51.8
2015-08-11T13:00+02:00,966.9,,1953.71,38.02,50.67
2015-08-11T14:00+02:00,955.5,,1657.01,37.06,52.99
2015-08-11T15:00+02:00,950.7,,1985.63,35.37,53.83
2015-08-11T16:00+02:00,952.3,,1768.69,36.46,54.67
2015-08-11T17:00+02:00,963.2,,2117.79,40.79,55.91
2015-08-11T18:00+02:00,961.1,,2097.49,42.4,58
2015-08-11T19:00+02:00,959,,2198.7,42.31,59
2015-08-11T20:00+02:00,960.7,,2066.33,40.05,57.01
2015-08-11T21:00+02:00,962.7,,2076.25,39.54,57.55
2015-08-11T22:00+02:00,964.2,,1938.07,38.28,55
2015-08-11T23:00+02:00,964.3,,1008.19,33.08,54
2015-08-12T00:00+02:00,966.9,,885.91,31.25,57.07
2015-08-12T01:00+02:00,967.1,,893.82,30.67,55.92
2015-08-12T02:00+02:00,970.6,,882.14,28.96,52.06
2015-08-12T03:00+02:00,969.7,,842.74,27.45,50.19
2015-08-12T04:00+02:00,971.5,,853.35,27.91,50
2015-08-12T05:00+02:00,972.7,,858.25,30.35,51.57
2015-08-12T06:00+02:00,974.4,,1058.77,37.41,52.31
2015-08-12T07:00+02:00,975,,2019.31,42.92,53.39
2015-08-12T08:00+02:00,976.6,,2211.44,43.3,52.25
2015-08-12T09:00+02:00,976.8,,2282.31,42.93,51.61
2015-08-12T10:00+02:00,970.3,,2293.84,42.81,50.29
2015-08-12T11:00+02:00,963.1,,2332.18,44.42,48.61
2015-08-12T12:00+02:00,961.4,,2159.62,42.9,45.31
2015-08-12T13:00+02:00,962.4,,2061.99,41.41,47.62
2015-08-12T14:00+02:00,963.1,,1944.57,40.21,49
2015-08-12T15:00+02:00,960.1,,1767.32,39.89,49
2015-08-12T16:00+02:00,959.8,,1923.28,40.08,51.71
2015-08-12T17:00+02:00,958.8,,2047.96,43.52,52.5
2015-08-12T18:00+02:00,959.2,,2099.11,45.02,55
2015-08-12T19:00+02:00,960.3,,2337.84,46.02,55
2015-08-12T20:00+02:00,961.3,,2177.62,43.94,55.92
2015-08-12T21:00+02:00,963.4,,2076.98,43.08,55.92
2015-08-12T22:00+02:00,966.3,,1546.32,41.47,54.53
2015-08-12T23:00+02:00,969.3,,1027.7,34.78,55.55
2015-08-13T00:00+02:00,971.8,,916.23,29.76,53.22
2015-08-13T01:00+02:00,973.5,,890.14,27.83,51.58
2015-08-13T02:00+02:00,974.2,,866.26,26.79,50.73
2015-08-13T03:00+02:00,976,,882.49,25.68,48.82
2015-08-13T04:00+02:00,976.3,,867.92,24.92,48.4
2015-08-13T05:00+02:00,977.3,,876.61,26.79,50.29
2015-08-13T06:00+02:00,978.5,,924.5,33.63,49.39
2015-08-13T07:00+02:00,979.2,,1401.14,39.73,50
2015-08-13T08:00+02:00,977.2,,2073.47,38.38,49.99
2015-08-13T09:00+02:00,974.5,,1984.87,36.23,49.89
2015-08-13T10:00+02:00,970.9,,1983.74,36.02,49.91
2015-08-13T11:00+02:00,967.3,,2034.81,35.54,44.74
2015-08-13T12:00+02:00,964,,1663.82,33.03,43
2015-08-13T13:00+02:00,960.8,,1515.88,32.59,42.46
2015-08-13T14:00+02:00,958.9,,1532.08,32.03,45
2015-08-13T15:00+02:00,956.9,,1617.56,32.51,48.62
2015-08-13T16:00+02:00,957.4,,1773.74,32.88,51.15
2015-08-13T17:00+02:00,956.9,,1238.21,37.45,50.89
2015-08-13T18:00+02:00,956.2,,1665.48,39.1,54.9
2015-08-13T19:00+02:00,968.5,,1593.2,40.04,55
2015-08-13T20:00+02:00,976.5,,1346.84,38.4,53.4
2015-08-13T21:00+02:00,977.4,,1194.15,37.53,53.2
2015-08-13T22:00+02:00,978.1,,1050.97,33.76,53.22
2015-08-13T23:00+02:00,978.2,,990.85,26.7,52.15
2015-08-14T00:00+02:00,977.4,,780,25.92,52.7
2015-08-14T01:00+02:00,978.1,,741.33,23.28,50.01
2015-08-14T02:00+02:00,977.9,,705,20.59,48.17
2015-08-14T03:00+02:00,978.9,,710.61,19.04,45.62
2015-08-14T04:00+02:00,979,,703.7,19.05,45
2015-08-14T05:00+02:00,979.1,,758.87,23.33,46.13
2015-08-14T06:00+02:00,979,,1384.44,29.04,46.33
2015-08-14T07:00+02:00,977.5,,1992.04,36.36,51.23
2015-08-14T08:00+02:00,976.8,,2264.14,36.92,53
2015-08-14T09:00+02:00,977.3,,2565.38,36,51.23
2015-08-14T10:00+02:00,977.9,,2281.32,35.09,51.8
2015-08-14T11:00+02:00,977.1,,1926.86,34.07,50.11
2015-08-14T12:00+02:00,976.2,,1735.42,32.22,49.99
2015-08-14T13:00+02:00,974.5,,1962.67,30.03,49
2015-08-14T14:00+02:00,978.3,,1480.09,29,49.73
2015-08-14T15:00+02:00,979.7,,1634.85,27.69,51.23
2015-08-14T16:00+02:00,976.4,,1500.93,31.02,51.99
2015-08-14T17:00+02:00,974.4,,1904.12,38.91,51.99
2015-08-14T18:00+02:00,978.6,,2033.72,39.15,52.81
2015-08-14T19:00+02:00,978,,1803.3,39.56,54.05
2015-08-14T20:00+02:00,978.7,,1832.15,39.94,56.04
2015-08-14T21:00+02:00,979.6,,1783.37,38.41,53
2015-08-14T22:00+02:00,978.2,,1489.2,36.37,52.99
2015-08-14T23:00+02:00,979.6,,1280.12,30.29,51.23
2015-08-15T00:00+02:00,979.4,,981.09,31.02,57.31
2015-08-15T01:00+02:00,981.2,,878.88,28.36,52.73
2015-08-15T02:00+02:00,983.1,,781.37,26.39,48.05
2015-08-15T03:00+02:00,982.1,,794.56,25.93,44.73
2015-08-15T04:00+02:00,982.1,,799.38,25.52,44.51
2015-08-15T05:00+02:00,981.5,,804.22,25.08,48.4
2015-08-15T06:00+02:00,981.9,,816.23,25.57,43.79
2015-08-15T07:00+02:00,983,,850.6,26.07,44.31
2015-08-15T08:00+02:00,983.6,,842.63,29.92,40.7
2015-08-15T09:00+02:00,983.3,,960.29,29.83,40.7
2015-08-15T10:00+02:00,983.5,,1010.6,30.53,40.7
2015-08-15T11:00+02:00,983.2,,1035.71,30.59,39.98
2015-08-15T12:00+02:00,984,,982.81,30.36,40.49
2015-08-15T13:00+02:00,985.1,,903.88,28.99,39.98
2015-08-15T14:00+02:00,985.2,,928.33,27.74,39.24
2015-08-15T15:00+02:00,984.6,,883.45,27.73,36.23
2015-08-15T16:00+02:00,984.4,,890.49,28.91,36.14
2015-08-15T17:00+02:00,984.3,,1028.69,31.12,43.79
2015-08-15T18:00+02:00,984.5,,1333.84,32.69,48.3
2015-08-15T19:00+02:00,985.1,,1747.18,33.45,55.27
2015-08-15T20:00+02:00,984.8,,1910.66,33.78,59.19
2015-08-15T21:00+02:00,986,,1718.14,33.05,64.99
2015-08-15T22:00+02:00,990.5,,1374.25,31.79,57.25
2015-08-15T23:00+02:00,991.1,,942.16,28.9,54.02
2015-08-16T00:00+02:00,988.1,,857.33,28.72,55.41
2015-08-16T01:00+02:00,988.3,,755.36,25.45,47.84
2015-08-16T02:00+02:00,987.8,,743.69,24.25,45.39
2015-08-16T03:00+02:00,987,,762.74,23.59,42.64
2015-08-16T04:00+02:00,986.7,,729.46,23.18,42.64
2015-08-16T05:00+02:00,987,,705.2,21.89,45.73
2015-08-16T06:00+02:00,987,,754.11,20.63,41.32
2015-08-16T07:00+02:00,987.5,,786.24,22.51,41.32
2015-08-16T08:00+02:00,987.7,,821.66,26,39.71
2015-08-16T09:00+02:00,987.3,,958.69,28.71,39.51
2015-08-16T10:00+02:00,986,,1486.24,31.06,39.64
2015-08-16T11:00+02:00,985.8,,1826.23,32.81,38.2
2015-08-16T12:00+02:00,985.5,,1532.48,31.06,39.51
2015-08-16T13:00+02:00,987.4,,922.67,28.93,38.31
2015-08-16T14:00+02:00,990.2,,834.26,27.92,38
2015-08-16T15:00+02:00,984.7,,894.81,26.42,36.14
2015-08-16T16:00+02:00,983.2,,928.61,26.65,37
2015-08-16T17:00+02:00,975.1,,957.84,28.97,41.32
2015-08-16T18:00+02:00,944.7,,1065.56,34.92,48.65
2015-08-16T19:00+02:00,942.9,,1259.36,36.33,55
2015-08-16T20:00+02:00,942.6,,818.24,36.24,60.65
2015-08-16T21:00+02:00,767.7,,1127.44,36.92,61.15
2015-08-16T22:00+02:00,419.6,,1213.84,34.5,56.33
2015-08-16T23:00+02:00,123.1,,959.71,28.96,52.93
2015-08-17T00:00+02:00,,,900.35,27.74,43.22
2015-08-17T01:00+02:00,,,746.37,25.4,39.21
2015-08-17T02:00+02:00,,,802.91,23.82,35.52
2015-08-17T03:00+02:00,,,814.65,23.12,31.72
2015-08-17T04:00+02:00,,,760.25,22.99,34.48
2015-08-17T05:00+02:00,,,809.64,27.72,39.2
2015-08-17T06:00+02:00,,,1048.09,35.54,40.73
2015-08-17T07:00+02:00,,,1946.14,41.42,48.5
2015-08-17T08:00+02:00,,,2514.44,45.19,51.7
2015-08-17T09:00+02:00,,,2644.6,46.52,48.49
2015-08-17T10:00+02:00,,,2646.74,45.12,51
2015-08-17T11:00+02:00,,,2674.76,46.44,50
2015-08-17T12:00+02:00,,,2531.4,45.59,49.54
2015-08-17T13:00+02:00,,,1985.92,44.22,48.93
2015-08-17T14:00+02:00,,,1867.65,42.16,47.99
2015-08-17T15:00+02:00,,,1645.55,41.46,50
2015-08-17T16:00+02:00,,,1759.62,41.05,49.16
2015-08-17T17:00+02:00,,,1831.11,44.72,49.99
2015-08-17T18:00+02:00,,,1582.76,44.47,52
2015-08-17T19:00+02:00,,,1717.17,44.08,51.49
2015-08-17T20:00+02:00,,,1564.88,43.13,54.99
2015-08-17T21:00+02:00,,,1390.89,41.76,49.99
2015-08-17T22:00+02:00,,,1175.92,39.46,48.3
2015-08-17T23:00+02:00,,,856.66,33.5,46.85
2015-08-18T00:00+02:00,,,690.04,31.18,47.08
2015-08-18T01:00+02:00,,,653.02,29.08,40
2015-08-18T02:00+02:00,,,636.66,27.87,40
2015-08-18T03:00+02:00,,,595.33,27.53,37.2
2015-08-18T04:00+02:00,,,586.63,26.29,39.26
2015-08-18T05:00+02:00,,,642.36,30.7,41.97
2015-08-18T06:00+02:00,,,743.41,36.76,42.24
2015-08-18T07:00+02:00,,,1267.41,44.02,50
2015-08-18T08:00+02:00,,,2015.65,45.61,51.01
2015-08-18T09:00+02:00,,,1974.89,45.63,49.99
2015-08-18T10:00+02:00,,,1970.73,45,51.91
2015-08-18T11:00+02:00,,,2110.42,45.62,48.92
2015-08-18T12:00+02:00,,,1895.27,44.4,49.85
2015-08-18T13:00+02:00,140.2,,1703.64,43.74,49.99
2015-08-18T14:00+02:00,707,,966.81,42.9,50
2015-08-18T15:00+02:00,889.2,,1156.65,42.08,50.2
2015-08-18T16:00+02:00,903.2,,1730.13,43.2,51
2015-08-18T17:00+02:00,937.8,,1899.66,44.52,50.2
2015-08-18T18:00+02:00,935.9,,2062.68,46.87,50.71
2015-08-18T19:00+02:00,935.6,,2082.64,48.05,50
2015-08-18T20:00+02:00,935.1,,2115.46,46.85,48.5
2015-08-18T21:00+02:00,935,,1892.22,47,47.07
2015-08-18T22:00+02:00,963,,1403.22,43.66,46.11
2015-08-18T23:00+02:00,995.8,,1019.21,37.84,41.15
2015-08-19T00:00+02:00,996.5,,762.36,33.37,43.01
2015-08-19T01:00+02:00,996.6,,789.65,30.92,35
2015-08-19T02:00+02:00,997.1,,666.45,29.92,33.13
2015-08-19T03:00+02:00,998.6,,594.17,29.09,29.99
2015-08-19T04:00+02:00,998.6,,608.46,29.05,32.97
2015-08-19T05:00+02:00,998.3,,725.99,33,37.62
2015-08-19T06:00+02:00,997.6,,1050.04,40.45,41
2015-08-19T07:00+02:00,996.8,,2091.99,44.05,49.2
2015-08-19T08:00+02:00,997,,2367.65,46.07,51.73
2015-08-19T09:00+02:00,996.1,,2382.69,45.07,49.99
2015-08-19T10:00+02:00,996.7,,2458.56,44.23,50.66
2015-08-19T11:00+02:00,991.2,,2366.8,44.59,48.22
2015-08-19T12:00+02:00,988.7,,2126.29,43.16,47.85
2015-08-19T13:00+02:00,989.5,,1822.23,42.91,48
2015-08-19T14:00+02:00,988.2,,1702.28,41.06,48
2015-08-19T15:00+02:00,988.7,,1566.26,41.97,48.3
2015-08-19T16:00+02:00,988.5,,1501.96,42.05,47.48
2015-08-19T17:00+02:00,988,,1788.86,44.66,49.19
2015-08-19T18:00+02:00,988.3,,1967.98,45.08,50
2015-08-19T19:00+02:00,986.9,,2107.42,45.09,51.61
2015-08-19T20:00+02:00,986.5,,2405.3,44.33,51.09
2015-08-19T21:00+02:00,985.2,,1800.98,44.53,49.52
2015-08-19T22:00+02:00,983.5,,1054.4,43.35,48.4
2015-08-19T23:00+02:00,984.5,,621.86,38.58,44.49
2015-08-20T00:00+02:00,985.4,,636.42,30.96,41
2015-08-20T01:00+02:00,990.9,,566.45,28.76,30.23
2015-08-20T02:00+02:00,990.7,,577.68,28.1,27.2
2015-08-20T03:00+02:00,995.5,,585.55,26.89,25.7
2015-08-20T04:00+02:00,995.3,,526.58,27.27,25
2015-08-20T05:00+02:00,996.5,,555.7,30.17,31.63
2015-08-20T06:00+02:00,998.2,,661.64,36.55,39.24
2015-08-20T07:00+02:00,998,,1445.33,41.9,41.28
2015-08-20T08:00+02:00,998.4,,1814.94,43.87,41
2015-08-20T09:00+02:00,996.9,,2036.69,42.98,40
2015-08-20T10:00+02:00,995.2,,2158.91,42,39.76
2015-08-20T11:00+02:00,992,,1744.63,42.64,38.1
2015-08-20T12:00+02:00,987.4,,1366.49,41.24,39
2015-08-20T13:00+02:00,982,,1187.84,41.01,37.49
2015-08-20T14:00+02:00,980.8,,1182.03,40.61,37.1
2015-08-20T15:00+02:00,978.8,,1202.72,40.31,39.61
2015-08-20T16:00+02:00,978.8,,1078.75,39.97,41.36
2015-08-20T17:00+02:00,978,,1429.53,42.07,44.01
2015-08-20T18:00+02:00,978.2,,1496.88,42.95,42.08
2015-08-20T19:00+02:00,979.2,,1487.57,44.5,42.98
2015-08-20T20:00+02:00,984.7,,1474.63,44.51,46
2015-08-20T21:00+02:00,980.1,,1377.61,44.86,42.84
2015-08-20T22:00+02:00,983.1,,977.24,41.35,40
2015-08-20T23:00+02:00,984.9,,720.7,36.01,35
2015-08-21T00:00+02:00,985.7,,695.96,29.69,45
2015-08-21T01:00+02:00,986.5,,546.72,28.03,39.24
2015-08-21T02:00+02:00,987,,517.87,25.74,34.55
2015-08-21T03:00+02:00,988.1,,521.1,24.92,39.24
2015-08-21T04:00+02:00,989.5,,510.79,23.88,38.79
2015-08-21T05:00+02:00,989,,576.83,27.13,40
2015-08-21T06:00+02:00,990.8,,887.75,32.62,45.46
2015-08-21T07:00+02:00,989.3,,1367.82,39.46,45
2015-08-21T08:00+02:00,989.7,,1629.72,39.04,45
2015-08-21T09:00+02:00,993.1,,1945.27,38,41.74
2015-08-21T10:00+02:00,986,,1530.09,35.04,43.51
2015-08-21T11:00+02:00,981.5,,1353.03,34.38,38.2
2015-08-21T12:00+02:00,980.8,,1064.31,32.21,38.01
2015-08-21T13:00+02:00,980.8,,893.95,30.1,37.01
2015-08-21T14:00+02:00,979.8,,864.83,30.06,36.05
2015-08-21T15:00+02:00,979.4,,844.06,29.91,37.9
2015-08-21T16:00+02:00,980,,849.68,30.64,39.99
2015-08-21T17:00+02:00,979.7,,1012.28,34.7,39.99
2015-08-21T18:00+02:00,978.4,,1289.83,38.06,42
2015-08-21T19:00+02:00,979,,1310.24,39.25,44.36
2015-08-21T20:00+02:00,980.4,,1319.5,38.48,48.3
2015-08-21T21:00+02:00,982.4,,1402.88,37.2,43.99
2015-08-21T22:00+02:00,985.5,,1171.4,35.44,41.61
2015-08-21T23:00+02:00,986.3,,761.34,30.11,39.2
2015-08-22T00:00+02:00,987.6,,769.67,32.91,42
2015-08-22T01:00+02:00,988.2,,664.46,30.64,39.99
2015-08-22T02:00+02:00,989.6,,638.15,27.72,39.87
2015-08-22T03:00+02:00,990.9,,597.67,26.11,40.84
2015-08-22T04:00+02:00,992.5,,494.05,25.81,38.52
2015-08-22T05:00+02:00,993.1,,515.28,25.81,39.33
2015-08-22T06:00+02:00,993.5,,576.77,28.48,36.19
2015-08-22T07:00+02:00,994,,900.77,28.99,36
2015-08-22T08:00+02:00,993.4,,803.12,30.17,38.2
2015-08-22T09:00+02:00,989.9,,733.43,28.96,40.99
2015-08-22T10:00+02:00,987.1,,666.04,27.09,42
2015-08-22T11:00+02:00,982.9,,772.77,26.15,39.61
2015-08-22T12:00+02:00,980.9,,892.33,25.55,38.2
2015-08-22T13:00+02:00,979.2,,669.21,23.6,39.46
2015-08-22T14:00+02:00,977.3,,662.24,22.6,36.05
2015-08-22T15:00+02:00,978.4,,643.16,22.13,39.28
2015-08-22T16:00+02:00,977.1,,613.41,22.63,41.26
2015-08-22T17:00+02:00,980.7,,736.83,28.84,40.99
2015-08-22T18:00+02:00,977.5,,1811.62,32.75,39.47
2015-08-22T19:00+02:00,977.9,,1905.23,34.08,40.72
2015-08-22T20:00+02:00,979,,1898.13,33.59,39.92
2015-08-22T21:00+02:00,980.1,,1436.91,32.98,39.99
2015-08-22T22:00+02:00,985.3,,1111.13,31.43,39.4
2015-08-22T23:00+02:00,985.5,,725.4,30.18,38.52
2015-08-23T00:00+02:00,986.8,,421.65,28.02,46
2015-08-23T01:00+02:00,987,,443.4,24.99,41.19
2015-08-23T02:00+02:00,988.9,,402.98,18.76,40.5
2015-08-23T03:00+02:00,989.6,,402.86,15.6,40.18
2015-08-23T04:00+02:00,990.4,,381.25,14.79,40.03
2015-08-23T05:00+02:00,991.1,,380.2,13,42
2015-08-23T06:00+02:00,991.3,,383.87,13.45,40.05
2015-08-23T07:00+02:00,992,,406.43,13.79,38.99
2015-08-23T08:00+02:00,991.5,,447.02,13.94,38.99
2015-08-23T09:00+02:00,987.7,,487.87,14.88,38.7
2015-08-23T10:00+02:00,985.5,,581.47,12.57,39.49
2015-08-23T11:00+02:00,983.3,,609.87,12.54,36.94
2015-08-23T12:00+02:00,979.7,,544.87,14.21,36.95
