Date (GMT+1),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (CH)
,Power (MW),Power (MW),Power (MW),"Price (EUR/MWh, EUR/tCO2)"
2025-03-05T23:00+01:00,2967.061684,433.3333333,1558.635539,130.94
2025-03-06T00:00+01:00,2969.093815,433.3333333,1540.994524,124.07
2025-03-06T01:00+01:00,2968.963679,433.3333333,1147.705541,111.58
2025-03-06T02:00+01:00,2969.614361,433.3333333,1099.254846,109.18
2025-03-06T03:00+01:00,2970.144917,433.3333333,1303.269893,108.04
2025-03-06T04:00+01:00,2969.364098,433.3333333,1262.478875,108.98
2025-03-06T05:00+01:00,2966.19077,433.3333333,1554.868217,124.03
2025-03-06T06:00+01:00,2964.759269,433.3333333,2927.674878,141.65
2025-03-06T07:00+01:00,2964.058534,433.3333333,4175.336273,143.89
2025-03-06T08:00+01:00,2964.659164,433.3333333,3864.316514,143.7
2025-03-06T09:00+01:00,2964.458954,433.3333333,3967.621871,123.4
2025-03-06T10:00+01:00,2960.284576,433.3333333,4820.582054,112.37
2025-03-06T11:00+01:00,2954.228225,433.3333333,5435.183454,99
2025-03-06T12:00+01:00,2949.072818,433.3333333,5631.727955,83.83
2025-03-06T13:00+01:00,2940.213527,433.3333333,5491.495752,60.04
2025-03-06T14:00+01:00,2939.182446,433.3333333,4807.094757,85.08
2025-03-06T15:00+01:00,2938.26148,433.3333333,3994.314177,105.95
2025-03-06T16:00+01:00,2936.509643,433.3333333,3358.531629,116.4
2025-03-06T17:00+01:00,2936.829979,433.3333333,4457.562925,149.4
2025-03-06T18:00+01:00,2940.313632,433.3333333,5319.404784,161.09
2025-03-06T19:00+01:00,2945.138692,433.3333333,4628.152061,152.6
2025-03-06T20:00+01:00,2950.874708,433.3333333,3848.449949,143
2025-03-06T21:00+01:00,2955.079117,433.3333333,2579.015086,139.32
2025-03-06T22:00+01:00,2959.483737,433.3333333,1716.895195,133.59
2025-03-06T23:00+01:00,2961.085416,433.3333333,1315.888792,129.96
2025-03-07T00:00+01:00,2962.837253,433.3333333,1273.113954,113.03
2025-03-07T01:00+01:00,2964.959479,433.3333333,1086.467541,107.58
2025-03-07T02:00+01:00,2965.940508,433.3333333,1161.848162,106.63
2025-03-07T03:00+01:00,2966.711316,433.3333333,1247.315818,104.74
2025-03-07T04:00+01:00,2966.59119,433.3333333,1188.202768,107.81
2025-03-07T05:00+01:00,2967.712366,433.3333333,1430.234426,123.19
2025-03-07T06:00+01:00,2965.289826,433.3333333,3287.285566,145.83
2025-03-07T07:00+01:00,2965.760319,433.3333333,4160.483789,150.07
2025-03-07T08:00+01:00,2966.360949,433.3333333,4042.127737,136.36
2025-03-07T09:00+01:00,2968.963679,433.3333333,3988.536597,130.3
2025-03-07T10:00+01:00,2963.908377,433.3333333,4825.279177,113.25
2025-03-07T11:00+01:00,2958.582792,433.3333333,5394.365715,100.03
2025-03-07T12:00+01:00,2949.843627,433.3333333,5624.299579,15.49
2025-03-07T13:00+01:00,2947.821506,433.3333333,5388.819341,13.51
2025-03-07T14:00+01:00,2945.939532,433.3333333,4957.909567,36.9
2025-03-07T15:00+01:00,2946.790425,433.3333333,4088.13095,81.08
2025-03-07T16:00+01:00,2946.620246,433.3333333,3745.577478,125.24
2025-03-07T17:00+01:00,2943.817306,433.3333333,4649.225656,155.02
2025-03-07T18:00+01:00,2945.238797,433.3333333,5203.812986,181.19
2025-03-07T19:00+01:00,2949.323081,433.3333333,5124.858643,173.35
2025-03-07T20:00+01:00,2954.979012,433.3333333,4268.644334,144.24
2025-03-07T21:00+01:00,2957.681847,433.3333333,2553.314769,130.38
2025-03-07T22:00+01:00,2961.435784,433.3333333,1816.376843,125.34
2025-03-07T23:00+01:00,2964.038513,433.3333333,1736.428605,121.08
2025-03-08T00:00+01:00,2965.640193,433.3333333,1373.437036,122.54
2025-03-08T01:00+01:00,2967.442083,433.3333333,1072.128306,119.06
2025-03-08T02:00+01:00,2966.891505,433.3333333,1009.139582,114.61
2025-03-08T03:00+01:00,2969.99476,433.3333333,1048.709623,115.06
2025-03-08T04:00+01:00,2969.844602,433.3333333,1138.36952,115.8
2025-03-08T05:00+01:00,2969.063784,433.3333333,1240.613566,120.43
2025-03-08T06:00+01:00,2969.143868,433.3333333,1295.250274,129.73
2025-03-08T07:00+01:00,2968.963679,433.3333333,1381.009864,131.63
2025-03-08T08:00+01:00,2970.044812,433.3333333,2377.520821,118.58
2025-03-08T09:00+01:00,2968.292975,433.3333333,3335.060467,104.94
2025-03-08T10:00+01:00,2962.006382,433.3333333,4258.064732,75.31
2025-03-08T11:00+01:00,2955.899978,433.3333333,5235.004567,20.8
2025-03-08T12:00+01:00,2950.72455,433.3333333,5477.15778,11.98
2025-03-08T13:00+01:00,2946.269879,433.3333333,5169.899444,10.56
2025-03-08T14:00+01:00,2944.437957,433.3333333,4613.737546,20.6
2025-03-08T15:00+01:00,2945.268829,433.3333333,3620.70411,64.99
2025-03-08T16:00+01:00,2943.717201,433.3333333,2756.416045,109.44
2025-03-08T17:00+01:00,2943.08654,433.3333333,3390.863478,135.67
2025-03-08T18:00+01:00,2941.765154,433.3333333,3941.369923,148.56
2025-03-08T19:00+01:00,2946.269879,433.3333333,4331.427092,140.05
2025-03-08T20:00+01:00,2949.673448,433.3333333,3044.957732,138.1
2025-03-08T21:00+01:00,2951.775653,433.3333333,1915.904614,135.76
2025-03-08T22:00+01:00,2956.630744,433.3333333,1290.454789,129.03
2025-03-08T23:00+01:00,2959.804072,433.3333333,1229.24909,120.52
2025-03-09T00:00+01:00,2963.037463,433.3333333,1326.35946,114.67
2025-03-09T01:00+01:00,2964.038513,433.3333333,1222.262449,109.68
2025-03-09T02:00+01:00,2965.259794,433.3333333,1139.296905,107.84
2025-03-09T03:00+01:00,2965.790351,433.3333333,1213.759718,105.25
2025-03-09T04:00+01:00,2968.242923,433.3333333,1140.203285,104.87
2025-03-09T05:00+01:00,2966.140718,433.3333333,1221.69923,106.19
2025-03-09T06:00+01:00,2965.710267,433.3333333,1319.368622,108.43
2025-03-09T07:00+01:00,2967.111736,433.3333333,1528.388502,106.2
2025-03-09T08:00+01:00,2968.913626,433.3333333,2243.123703,101.06
2025-03-09T09:00+01:00,2965.389931,433.3333333,3331.433117,30.2
2025-03-09T10:00+01:00,2961.135469,433.3333333,4247.592885,0
2025-03-09T11:00+01:00,2953.577542,433.3333333,4947.005366,-0.15
2025-03-09T12:00+01:00,2949.693469,433.3333333,5315.922064,-6.24
2025-03-09T13:00+01:00,2942.766204,433.3333333,4954.978303,-6.5
2025-03-09T14:00+01:00,2940.213527,433.3333333,4492.226887,0.01
2025-03-09T15:00+01:00,2938.011217,433.3333333,3523.222474,16.28
2025-03-09T16:00+01:00,2936.910063,433.3333333,2933.679538,88.22
2025-03-09T17:00+01:00,2937.931133,433.3333333,2717.333604,126.06
2025-03-09T18:00+01:00,2937.730923,433.3333333,3791.482499,143.51
2025-03-09T19:00+01:00,2942.315732,433.3333333,3260.381388,137.1
2025-03-09T20:00+01:00,2947.120771,433.3333333,2144.854305,130.09
2025-03-09T21:00+01:00,2951.195044,433.3333333,1526.475166,122.69
2025-03-09T22:00+01:00,2954.078067,433.3333333,1319.790478,110.68
2025-03-09T23:00+01:00,2955.299348,433.3333333,984.2200529,104.89
2025-03-10T00:00+01:00,2957.801973,433.3333333,1244.604638,105.83
2025-03-10T01:00+01:00,2959.433684,433.3333333,1215.217779,102.94
2025-03-10T02:00+01:00,2960.084366,433.3333333,1211.946553,102.09
2025-03-10T03:00+01:00,2959.103338,433.3333333,1407.526875,101.27
2025-03-10T04:00+01:00,2959.55381,433.3333333,1492.015078,102.62
2025-03-10T05:00+01:00,2958.282477,433.3333333,1472.33376,112.68
2025-03-10T06:00+01:00,2954.078067,433.3333333,2714.425834,139.87
2025-03-10T07:00+01:00,2951.545411,433.3333333,3622.630802,156.53
2025-03-10T08:00+01:00,2948.722451,433.3333333,2855.514244,139.99
2025-03-10T09:00+01:00,2948.672398,433.3333333,2611.627102,129.9
2025-03-10T10:00+01:00,2947.641317,433.3333333,2756.261467,126.09
2025-03-10T11:00+01:00,2947.671348,433.3333333,3406.346803,112.85
2025-03-10T12:00+01:00,2949.643417,433.3333333,3605.571708,107.32
2025-03-10T13:00+01:00,2950.424235,433.3333333,4016.590516,104.67
2025-03-10T14:00+01:00,2946.990634,433.3333333,4060.760077,103.79
2025-03-10T15:00+01:00,2946.119721,433.3333333,3736.078931,107.92
2025-03-10T16:00+01:00,2944.618146,433.3333333,3369.059322,129.28
2025-03-10T17:00+01:00,2944.217726,433.3333333,4048.461464,147.4
2025-03-10T18:00+01:00,2945.819406,433.3333333,3936.803422,171.32
2025-03-10T19:00+01:00,2946.069669,433.3333333,3721.65707,160.44
2025-03-10T20:00+01:00,2950.72455,433.3333333,2420.489426,142.64
2025-03-10T21:00+01:00,2954.52854,433.3333333,1864.31328,130.14
2025-03-10T22:00+01:00,2958.002183,433.3333333,1337.218011,119.37
2025-03-10T23:00+01:00,2959.533789,433.3333333,1339.135836,109.33
2025-03-11T00:00+01:00,2963.838303,433.3333333,1174.238484,108.35
2025-03-11T01:00+01:00,2964.559059,433.3333333,1145.637473,104.79
2025-03-11T02:00+01:00,2963.487936,433.3333333,1331.430667,102.2
2025-03-11T03:00+01:00,2964.338828,433.3333333,1358.465948,102.98
2025-03-11T04:00+01:00,2964.509007,433.3333333,1223.178263,103.97
2025-03-11T05:00+01:00,2964.008482,433.3333333,1570.12659,110.24
2025-03-11T06:00+01:00,2962.406802,433.3333333,3081.298126,144.98
2025-03-11T07:00+01:00,2963.658114,433.3333333,3494.456556,164.38
2025-03-11T08:00+01:00,2966.140718,433.3333333,3253.473354,145.1
2025-03-11T09:00+01:00,2968.843553,433.3333333,3248.828747,127.91
2025-03-11T10:00+01:00,2959.403653,433.3333333,4053.324805,110.72
2025-03-11T11:00+01:00,2956.580692,433.3333333,5050.3907,106.19
2025-03-11T12:00+01:00,2950.52434,433.3333333,5241.52707,101.9
2025-03-11T13:00+01:00,2948.372083,433.3333333,5056.108568,100.8
2025-03-11T14:00+01:00,2945.869459,433.3333333,4608.313462,100.61
2025-03-11T15:00+01:00,2944.217726,433.3333333,3708.887731,113.46
2025-03-11T16:00+01:00,2944.017516,433.3333333,3389.596831,137.81
2025-03-11T17:00+01:00,2944.718251,433.3333333,4269.05173,161.49
2025-03-11T18:00+01:00,2946.620246,433.3333333,4275.306822,183.23
2025-03-11T19:00+01:00,2948.041737,433.3333333,4164.083796,174.35
2025-03-11T20:00+01:00,2949.823606,433.3333333,3088.33071,144.06
2025-03-11T21:00+01:00,2951.144991,433.3333333,1758.55738,129.8
2025-03-11T22:00+01:00,2954.748771,433.3333333,1491.957332,122.08
2025-03-11T23:00+01:00,2955.7298,433.3333333,1381.348853,110.03
2025-03-12T00:00+01:00,2955.899978,433.3333333,1325.330436,108.06
2025-03-12T01:00+01:00,2956.430534,433.3333333,1150.434572,103.17
2025-03-12T02:00+01:00,2958.732949,433.3333333,1176.450143,103.7
2025-03-12T03:00+01:00,2959.333579,433.3333333,1307.202054,99.83
2025-03-12T04:00+01:00,2958.252445,433.3333333,1213.272093,102.39
2025-03-12T05:00+01:00,2954.248246,433.3333333,1316.780306,108.72
2025-03-12T06:00+01:00,2953.447406,433.3333333,2483.703007,143.21
2025-03-12T07:00+01:00,2953.447406,433.3333333,3281.709998,152.4
2025-03-12T08:00+01:00,2952.746671,433.3333333,3183.914298,147.27
2025-03-12T09:00+01:00,2951.745621,433.3333333,2779.920903,134.86
2025-03-12T10:00+01:00,2961.686046,433.3333333,2772.800809,134.85
2025-03-12T11:00+01:00,2962.707117,433.3333333,2959.36521,134.63
2025-03-12T12:00+01:00,2956.981112,433.3333333,2682.464288,110.23
2025-03-12T13:00+01:00,2951.945831,433.3333333,2556.523932,112.27
2025-03-12T14:00+01:00,2951.645516,433.3333333,2427.242016,110.06
2025-03-12T15:00+01:00,2948.922661,433.3333333,2505.618223,131.61
2025-03-12T16:00+01:00,2949.973763,433.3333333,2894.702983,140.53
2025-03-12T17:00+01:00,2952.196094,433.3333333,3797.173004,157.21
2025-03-12T18:00+01:00,2952.696619,433.3333333,4525.416991,179.79
2025-03-12T19:00+01:00,2954.598613,433.3333333,4164.831752,174.37
2025-03-12T20:00+01:00,2956.480587,433.3333333,3100.595615,149.18
2025-03-12T21:00+01:00,2957.601763,433.3333333,1836.874349,134.75
2025-03-12T22:00+01:00,2959.95423,433.3333333,1328.887466,121.15
2025-03-12T23:00+01:00,2961.235574,433.3333333,1365.165555,110.51
2025-03-13T00:00+01:00,2961.15549,433.3333333,1373.089057,108.75
2025-03-13T01:00+01:00,2962.536939,433.3333333,1293.495237,103.74
2025-03-13T02:00+01:00,2963.858324,433.3333333,1316.769051,102.38
2025-03-13T03:00+01:00,2965.139668,433.3333333,1419.073678,101.24
2025-03-13T04:00+01:00,2963.337778,433.3333333,1248.535334,101.85
2025-03-13T05:00+01:00,2962.837253,433.3333333,1721.354106,107.29
2025-03-13T06:00+01:00,2962.136519,433.3333333,2191.286153,134.9
2025-03-13T07:00+01:00,2960.504807,433.3333333,3402.894371,148.32
2025-03-13T08:00+01:00,2958.682897,433.3333333,3529.812371,143.93
2025-03-13T09:00+01:00,2942.666099,433.3333333,2827.632654,129.67
2025-03-13T10:00+01:00,2942.08549,433.3333333,3151.902017,115.09
2025-03-13T11:00+01:00,2940.06337,433.3333333,3693.578294,106.09
2025-03-13T12:00+01:00,2938.762005,433.3333333,4010.141164,103.93
2025-03-13T13:00+01:00,2942.636068,433.3333333,3916.070791,104.07
2025-03-13T14:00+01:00,2954.878907,433.3333333,3510.283477,104.99
2025-03-13T15:00+01:00,2956.480587,433.3333333,2886.317666,109.88
2025-03-13T16:00+01:00,2958.532739,433.3333333,2434.493571,123
2025-03-13T17:00+01:00,2960.504807,433.3333333,2864.127668,143.06
2025-03-13T18:00+01:00,2961.836204,433.3333333,4221.487782,158.69
2025-03-13T19:00+01:00,2963.187621,433.3333333,4317.245436,168.36
2025-03-13T20:00+01:00,2965.289826,433.3333333,3046.161984,145.5
2025-03-13T21:00+01:00,2965.009532,433.3333333,1959.602604,132.01
2025-03-13T22:00+01:00,2967.542188,433.3333333,1518.673965,124.01
2025-03-13T23:00+01:00,2967.141768,433.3333333,1560.611568,114.51
2025-03-14T00:00+01:00,2967.59224,433.3333333,1348.285783,114.35
2025-03-14T01:00+01:00,2967.512156,433.3333333,1312.051992,109.66
2025-03-14T02:00+01:00,2968.312996,433.3333333,1255.228071,107.95
2025-03-14T03:00+01:00,2968.813521,433.3333333,1156.230758,106.02
2025-03-14T04:00+01:00,2968.493185,433.3333333,1192.095181,107.44
2025-03-14T05:00+01:00,2967.261894,433.3333333,1651.055209,113.05
2025-03-14T06:00+01:00,2966.411001,433.3333333,2310.8371,140.82
2025-03-14T07:00+01:00,2965.590141,433.3333333,4073.709215,157.75
2025-03-14T08:00+01:00,2965.760319,433.3333333,4373.959945,160.13
2025-03-14T09:00+01:00,2964.308797,433.3333333,2954.120394,145.1
2025-03-14T10:00+01:00,2961.505857,433.3333333,2992.651102,131.09
2025-03-14T11:00+01:00,2962.55696,433.3333333,3355.592512,120.83
2025-03-14T12:00+01:00,2964.288776,433.3333333,3452.851689,112.34
2025-03-14T13:00+01:00,2963.407852,433.3333333,3313.941302,110.65
2025-03-14T14:00+01:00,2962.186571,433.3333333,3012.366132,113.3
2025-03-14T15:00+01:00,2961.736099,433.3333333,2541.134101,119.77
2025-03-14T16:00+01:00,2961.856225,433.3333333,2360.591599,129.21
2025-03-14T17:00+01:00,2963.457904,433.3333333,3457.831369,142.32
2025-03-14T18:00+01:00,2963.157589,433.3333333,4520.309955,159.03
2025-03-14T19:00+01:00,2964.208692,433.3333333,2826.92167,156.5
2025-03-14T20:00+01:00,2964.789301,433.3333333,1828.10864,141.41
2025-03-14T21:00+01:00,2966.761369,433.3333333,1484.198937,131.55
2025-03-14T22:00+01:00,2968.843553,433.3333333,1388.85689,124.93
2025-03-14T23:00+01:00,2969.314046,433.3333333,1443.000454,119.05
2025-03-15T00:00+01:00,2968.312996,433.3333333,1320.052618,117.23
2025-03-15T01:00+01:00,2967.762419,433.3333333,1219.786417,111.29
2025-03-15T02:00+01:00,2968.413101,433.3333333,1208.412361,107.92
2025-03-15T03:00+01:00,2966.711316,433.3333333,1235.435388,106.36
2025-03-15T04:00+01:00,2966.641243,433.3333333,1222.158002,107.1
2025-03-15T05:00+01:00,2965.490036,433.3333333,1210.68933,109.96
2025-03-15T06:00+01:00,2964.158639,433.3333333,1328.449239,121.92
2025-03-15T07:00+01:00,2963.858324,433.3333333,1327.183843,126.91
2025-03-15T08:00+01:00,2962.206592,433.3333333,1524.635681,124.44
2025-03-15T09:00+01:00,2961.736099,433.3333333,1949.424288,119.27
2025-03-15T10:00+01:00,2961.806172,433.3333333,2196.079924,112.99
2025-03-15T11:00+01:00,2960.404702,433.3333333,2343.535404,109.51
2025-03-15T12:00+01:00,2960.985311,433.3333333,2330.995612,101.31
2025-03-15T13:00+01:00,2961.285626,433.3333333,2157.841535,89.25
2025-03-15T14:00+01:00,2960.404702,433.3333333,1915.867214,96.39
2025-03-15T15:00+01:00,2960.434734,433.3333333,1697.301855,107.31
2025-03-15T16:00+01:00,2961.405752,433.3333333,1648.15579,113.27
2025-03-15T17:00+01:00,2960.034314,433.3333333,1625.39485,134.54
2025-03-15T18:00+01:00,2962.006382,433.3333333,2067.799334,144.55
2025-03-15T19:00+01:00,2962.456855,433.3333333,2021.568581,142.88
2025-03-15T20:00+01:00,2963.858324,433.3333333,1512.341503,138.95
2025-03-15T21:00+01:00,2964.939458,433.3333333,1365.392443,129.57
2025-03-15T22:00+01:00,2966.941558,433.3333333,1315.775842,121.77
2025-03-15T23:00+01:00,2967.492135,433.3333333,1270.032949,112.21
2025-03-16T00:00+01:00,2967.812471,433.3333333,1118.534231,109.87
2025-03-16T01:00+01:00,2967.241873,433.3333333,1169.08376,106.61
2025-03-16T02:00+01:00,2968.19287,433.3333333,1157.253535,97.09
2025-03-16T03:00+01:00,2967.642293,433.3333333,1165.587437,99.71
2025-03-16T04:00+01:00,2967.241873,433.3333333,1112.978192,98.1
2025-03-16T05:00+01:00,2966.941558,433.3333333,1176.953156,101.3
2025-03-16T06:00+01:00,2965.790351,433.3333333,1188.489659,106.11
2025-03-16T07:00+01:00,2964.659164,433.3333333,1272.49357,104.65
2025-03-16T08:00+01:00,2965.510057,433.3333333,1509.942246,94.96
2025-03-16T09:00+01:00,2965.289826,433.3333333,1802.757506,91.02
2025-03-16T10:00+01:00,2965.460004,433.3333333,2121.348487,61.08
2025-03-16T11:00+01:00,2964.609112,433.3333333,2312.121969,33.38
2025-03-16T12:00+01:00,2964.108587,433.3333333,2581.128163,38.9
2025-03-16T13:00+01:00,2963.187621,433.3333333,2407.474676,21.72
2025-03-16T14:00+01:00,2964.889406,433.3333333,2385.701872,29.57
2025-03-16T15:00+01:00,2964.238723,433.3333333,2087.984223,52.92
2025-03-16T16:00+01:00,2964.639143,433.3333333,1860.912192,103.09
2025-03-16T17:00+01:00,2964.458954,433.3333333,1873.751632,126.95
2025-03-16T18:00+01:00,2965.389931,433.3333333,2231.788351,136.15
2025-03-16T19:00+01:00,2965.540088,433.3333333,2002.252242,138.59
2025-03-16T20:00+01:00,2966.611211,433.3333333,1595.526785,130.19
2025-03-16T21:00+01:00,2966.7914,433.3333333,1399.819816,126.43
2025-03-16T22:00+01:00,2967.59224,433.3333333,1170.398998,127.05
2025-03-16T23:00+01:00,2967.061684,433.3333333,1109.027303,120.04
2025-03-17T00:00+01:00,2968.212891,433.3333333,1201.432006,109.7
2025-03-17T01:00+01:00,2967.712366,433.3333333,1154.967279,108.41
2025-03-17T02:00+01:00,2967.562209,433.3333333,1153.072605,104.3
2025-03-17T03:00+01:00,2967.562209,433.3333333,1221.653537,104.47
2025-03-17T04:00+01:00,2968.19287,433.3333333,1252.10052,105.75
2025-03-17T05:00+01:00,2966.7914,433.3333333,1335.580706,111.8
2025-03-17T06:00+01:00,2965.209742,433.3333333,2213.074395,137.65
2025-03-17T07:00+01:00,2964.809322,433.3333333,4160.155045,144.95
2025-03-17T08:00+01:00,2963.207642,433.3333333,3333.849422,141.5
2025-03-17T09:00+01:00,2963.137568,433.3333333,3012.563728,139.43
2025-03-17T10:00+01:00,2964.659164,433.3333333,3324.73756,127.12
2025-03-17T11:00+01:00,2963.758219,433.3333333,3947.25617,112.16
2025-03-17T12:00+01:00,2962.306697,433.3333333,4486.567663,104.3
2025-03-17T13:00+01:00,2961.75612,433.3333333,4402.653506,101.23
2025-03-17T14:00+01:00,2959.203443,433.3333333,3719.141783,104.9
2025-03-17T15:00+01:00,2960.504807,433.3333333,3040.712899,113.16
2025-03-17T16:00+01:00,2959.95423,433.3333333,2443.22169,132.31
2025-03-17T17:00+01:00,2960.104387,433.3333333,2863.815336,141.53
2025-03-17T18:00+01:00,2960.985311,433.3333333,4584.410892,161.9
2025-03-17T19:00+01:00,2962.657065,433.3333333,4283.652009,159.54
2025-03-17T20:00+01:00,2964.639143,433.3333333,2550.079066,142.93
2025-03-17T21:00+01:00,2964.659164,433.3333333,1820.235681,137.33
2025-03-17T22:00+01:00,2968.112786,433.3333333,1400.668984,138.51
2025-03-17T23:00+01:00,2971.946807,433.3333333,1465.007517,127.26
2025-03-18T00:00+01:00,2972.697594,433.3333333,1216.624377,117.3
2025-03-18T01:00+01:00,2970.865673,433.3333333,1073.221345,111.87
2025-03-18T02:00+01:00,2971.546387,433.3333333,1001.407499,108.9
2025-03-18T03:00+01:00,2971.646492,433.3333333,1094.738437,107.4
2025-03-18T04:00+01:00,2970.965778,433.3333333,1279.764916,107.41
2025-03-18T05:00+01:00,2969.063784,433.3333333,1430.066535,113.38
2025-03-18T06:00+01:00,2966.99161,433.3333333,2165.587936,143.08
2025-03-18T07:00+01:00,2967.111736,433.3333333,3004.814716,146.96
2025-03-18T08:00+01:00,2970.265043,433.3333333,3394.993311,142.52
2025-03-18T09:00+01:00,2971.896755,433.3333333,3904.878772,130.01
2025-03-18T10:00+01:00,2967.091715,433.3333333,4784.832377,113.01
2025-03-18T11:00+01:00,2966.310896,433.3333333,5473.269798,107.07
2025-03-18T12:00+01:00,2965.189721,433.3333333,5782.442165,95.2
2025-03-18T13:00+01:00,2962.086466,433.3333333,5607.9251,28.21
2025-03-18T14:00+01:00,2960.985311,433.3333333,5092.604799,85.09
2025-03-18T15:00+01:00,2958.082267,433.3333333,4354.829656,106.1
2025-03-18T16:00+01:00,2957.081217,433.3333333,3420.095752,120.41
2025-03-18T17:00+01:00,2957.131269,433.3333333,2908.789459,144.94
2025-03-18T18:00+01:00,2956.050136,433.3333333,4236.888629,170.9
2025-03-18T19:00+01:00,2957.882057,433.3333333,3336.493176,168.7
2025-03-18T20:00+01:00,2959.854125,433.3333333,1889.205986,141.84
2025-03-18T21:00+01:00,2961.856225,433.3333333,1311.130196,133.31
2025-03-18T22:00+01:00,2965.059584,433.3333333,1240.597603,128.76
2025-03-18T23:00+01:00,2660.390064,433.3333333,1292.467462,122.88
2025-03-19T00:00+01:00,2968.092765,433.3333333,1295.510623,113.99
2025-03-19T01:00+01:00,2968.19287,433.3333333,999.7500283,110.5
2025-03-19T02:00+01:00,2969.294025,433.3333333,930.0999197,109.1
2025-03-19T03:00+01:00,2970.495285,433.3333333,940.6124958,109.5
2025-03-19T04:00+01:00,2970.915726,433.3333333,1047.40952,110.01
2025-03-19T05:00+01:00,2969.544287,433.3333333,1193.227436,124.67
2025-03-19T06:00+01:00,2966.691295,433.3333333,2655.014564,149.57
2025-03-19T07:00+01:00,2966.561159,433.3333333,3151.07855,150.06
2025-03-19T08:00+01:00,2967.311946,433.3333333,3509.320949,142.89
2025-03-19T09:00+01:00,2969.093815,433.3333333,4324.524428,128.23
2025-03-19T10:00+01:00,2968.613311,433.3333333,5101.767727,112.9
2025-03-19T11:00+01:00,2962.256645,433.3333333,5777.447196,100.76
2025-03-19T12:00+01:00,2957.651815,433.3333333,5827.653225,-1.13
2025-03-19T13:00+01:00,2952.045936,433.3333333,5640.203208,-1.45
2025-03-19T14:00+01:00,2948.972713,433.3333333,5140.42461,11.76
2025-03-19T15:00+01:00,2946.970613,433.3333333,4351.271821,76.7
2025-03-19T16:00+01:00,2945.018566,433.3333333,3354.012604,121.02
2025-03-19T17:00+01:00,2944.88843,433.3333333,2928.744351,159.06
2025-03-19T18:00+01:00,2945.068619,433.3333333,4297.216762,199.7
2025-03-19T19:00+01:00,2947.140792,433.3333333,4459.402917,191.35
2025-03-19T20:00+01:00,2953.547511,433.3333333,3089.635986,160.72
2025-03-19T21:00+01:00,2957.131269,433.3333333,1550.951065,141.08
2025-03-19T22:00+01:00,2959.55381,433.3333333,1411.151822,130.08
2025-03-19T23:00+01:00,2962.807222,433.3333333,1314.688194,123.81
2025-03-20T00:00+01:00,2962.637044,433.3333333,1390.033261,121.5
2025-03-20T01:00+01:00,2965.209742,433.3333333,1420.56209,114.73
2025-03-20T02:00+01:00,2966.310896,433.3333333,1329.95506,113
2025-03-20T03:00+01:00,2967.39203,433.3333333,1278.001462,112.72
2025-03-20T04:00+01:00,2967.692345,433.3333333,1515.588995,113.26
2025-03-20T05:00+01:00,2967.161789,433.3333333,1428.543688,127.83
2025-03-20T06:00+01:00,2972.096965,433.3333333,2443.390662,151.29
2025-03-20T07:00+01:00,2972.81772,433.3333333,2574.598312,145.1
2025-03-20T08:00+01:00,2970.895705,433.3333333,2790.608048,140.07
2025-03-20T09:00+01:00,2970.945757,433.3333333,3731.130837,117.24
2025-03-20T10:00+01:00,2964.689196,433.3333333,4975.602635,107.45
2025-03-20T11:00+01:00,2953.377332,433.3333333,5462.483953,107.1
2025-03-20T12:00+01:00,2947.641317,433.3333333,5770.268535,95.16
2025-03-20T13:00+01:00,2937.430608,433.3333333,5709.16577,55.01
2025-03-20T14:00+01:00,2935.678771,433.3333333,4986.215897,94.99
2025-03-20T15:00+01:00,2933.005968,433.3333333,4013.581804,112.24
2025-03-20T16:00+01:00,2930.803658,433.3333333,3078.064281,117.32
2025-03-20T17:00+01:00,2932.975937,433.3333333,3067.188941,152.03
2025-03-20T18:00+01:00,2933.326304,433.3333333,4861.806444,178.99
2025-03-20T19:00+01:00,2936.559695,433.3333333,4824.164415,180.06
2025-03-20T20:00+01:00,2942.535963,433.3333333,3405.372302,165.28
2025-03-20T21:00+01:00,2947.621296,433.3333333,1571.017535,143.69
2025-03-20T22:00+01:00,2950.694519,433.3333333,1236.509779,132.85
2025-03-20T23:00+01:00,2952.596514,433.3333333,1228.625295,120.56
2025-03-21T00:00+01:00,2952.846776,433.3333333,1291.842118,121.5
2025-03-21T01:00+01:00,2957.3515,433.3333333,1146.278946,116.32
2025-03-21T02:00+01:00,2960.604912,433.3333333,1086.056985,113.84
2025-03-21T03:00+01:00,2960.15444,433.3333333,1130.064097,113.27
2025-03-21T04:00+01:00,2959.103338,433.3333333,1194.1149,115.11
2025-03-21T05:00+01:00,2959.804072,433.3333333,1438.081618,128.53
2025-03-21T06:00+01:00,2958.702918,433.3333333,2581.721901,152.76
2025-03-21T07:00+01:00,2958.652865,433.3333333,2678.092883,143.43
2025-03-21T08:00+01:00,2957.531689,433.3333333,2547.033082,142.56
2025-03-21T09:00+01:00,2956.700818,433.3333333,2937.284424,133.6
2025-03-21T10:00+01:00,2953.32728,433.3333333,3538.856384,115.76
2025-03-21T11:00+01:00,2949.493259,433.3333333,4008.434475,109.39
2025-03-21T12:00+01:00,2945.439007,433.3333333,4509.018798,105.25
2025-03-21T13:00+01:00,2941.915312,433.3333333,4439.439293,105.47
2025-03-21T14:00+01:00,2936.579716,433.3333333,4028.362015,114.03
