Date (GMT+1),Nuclear,Renewable,Day Ahead Auction (CH),Day Ahead Auction (IT-North-CH)
2016-01-02T18:00+01:00,3090.552078,1949.566803,55.9,59.95
2016-01-02T19:00+01:00,3091.578226,1647.311889,49.82,55
2016-01-02T20:00+01:00,3092.604374,1660.852921,41.56,50.24
2016-01-02T21:00+01:00,3093.630522,1684.617258,39.76,43.21
2016-01-02T22:00+01:00,3093.630522,1688.925966,39.34,40.23
2016-01-02T23:00+01:00,3092.604374,1722.20617,39.08,38.65
2016-01-03T00:00+01:00,3093.630522,1788.695695,31.09,36.48
2016-01-03T01:00+01:00,3094.656669,1750.897176,33.47,29.03
2016-01-03T02:00+01:00,3092.604374,1732.91182,27.5,26.5
2016-01-03T03:00+01:00,3094.656669,1700.245009,24.92,22.32
2016-01-03T04:00+01:00,3094.656669,1691.760474,21.93,17
2016-01-03T05:00+01:00,3093.630522,1707.620868,21.97,19.99
2016-01-03T06:00+01:00,3091.578226,1736.75595,13.96,24.56
2016-01-03T07:00+01:00,3091.578226,1734.336757,14.57,30.9
2016-01-03T08:00+01:00,3093.630522,1732.047914,18.73,33.46
2016-01-03T09:00+01:00,3095.682817,1724.967437,34.2,36.01
2016-01-03T10:00+01:00,3094.656669,1837.50975,37.53,36.77
2016-01-03T11:00+01:00,3093.630522,1947.360262,36.42,36.07
2016-01-03T12:00+01:00,3092.604374,1967.413532,36.13,35.89
2016-01-03T13:00+01:00,3092.604374,1958.921275,34.42,29.03
2016-01-03T14:00+01:00,3093.630522,1877.301136,34.44,30.1
2016-01-03T15:00+01:00,3090.552078,1823.326809,32.51,37.48
2016-01-03T16:00+01:00,3091.578226,1843.323352,39.62,40.14
2016-01-03T17:00+01:00,3093.630522,1817.020283,55.48,49.61
2016-01-03T18:00+01:00,3091.578226,2309.101872,55.93,55.1
2016-01-03T19:00+01:00,3095.682817,1849.15244,54.97,52.68
2016-01-03T20:00+01:00,3094.656669,1991.55917,51.34,51
2016-01-03T21:00+01:00,3097.735113,2024.180392,45,46.67
2016-01-03T22:00+01:00,3096.708965,1819.323246,42.6,40.14
2016-01-03T23:00+01:00,3096.708965,1848.807672,40.84,37.78
2016-01-04T00:00+01:00,3095.990662,1952.938152,34.85,34.97
2016-01-04T01:00+01:00,3099.890023,1902.91301,29.15,27.51
2016-01-04T02:00+01:00,3102.044934,1938.756526,26.59,24.56
2016-01-04T03:00+01:00,3103.584156,1937.536608,22.99,24.86
2016-01-04T04:00+01:00,3100.608327,1921.353538,22.99,22.78
2016-01-04T05:00+01:00,3097.529883,1917.446498,31.71,29.03
2016-01-04T06:00+01:00,3097.324654,1916.88084,40.48,38.63
2016-01-04T07:00+01:00,3094.143595,2051.316353,49.46,47.48
2016-01-04T08:00+01:00,3089.52593,2324.386039,55.4,54.89
2016-01-04T09:00+01:00,3089.833775,2716.990382,55.9,54.89
2016-01-04T10:00+01:00,3090.141619,2719.088853,55.46,54.46
2016-01-04T11:00+01:00,3089.218086,3254.824324,56.15,48
2016-01-04T12:00+01:00,3089.628545,3007.153536,53.76,44.56
2016-01-04T13:00+01:00,3091.372996,3006.029463,45.05,42.75
2016-01-04T14:00+01:00,3088.910241,2860.649161,47.87,46.05
2016-01-04T15:00+01:00,3088.294553,2850.03543,53.17,52.51
2016-01-04T16:00+01:00,3093.117448,3552.136662,55.91,53.35
2016-01-04T17:00+01:00,3090.757308,4959.862568,59.95,60
2016-01-04T18:00+01:00,3090.757308,4703.827205,58,58.46
2016-01-04T19:00+01:00,3090.552078,3851.511167,56.95,55.51
2016-01-04T20:00+01:00,3091.578226,2828.770167,54.07,53
2016-01-04T21:00+01:00,3091.783455,2361.714338,48.12,47.79
2016-01-04T22:00+01:00,3095.374973,2313.040752,44.94,42.75
2016-01-04T23:00+01:00,3094.656669,2345.665528,41.43,38.68
2016-01-05T00:00+01:00,3097.427269,2136.917134,37.62,31.81
2016-01-05T01:00+01:00,3097.119424,2107.107247,31.74,24.42
2016-01-05T02:00+01:00,3096.401121,2090.527754,29.35,22.34
2016-01-05T03:00+01:00,3093.938366,2074.182034,26.31,21.5
2016-01-05T04:00+01:00,3095.067129,2057.400676,24.57,20
2016-01-05T05:00+01:00,3092.399144,2084.273544,34.45,29.03
2016-01-05T06:00+01:00,3089.012856,2179.355103,45.12,39.26
2016-01-05T07:00+01:00,3087.37102,2504.818541,55.86,52.99
2016-01-05T08:00+01:00,3089.936389,3406.665305,58.35,54.85
2016-01-05T09:00+01:00,3092.501759,4561.704067,58.04,55
2016-01-05T10:00+01:00,3090.552078,4763.638643,58.07,54.89
2016-01-05T11:00+01:00,3087.16579,3907.174268,55.99,53.86
2016-01-05T12:00+01:00,3087.063175,3180.14538,51.04,48.2
2016-01-05T13:00+01:00,3086.037028,2749.751583,49.82,46.65
2016-01-05T14:00+01:00,3085.113494,2967.509494,54.49,48
2016-01-05T15:00+01:00,3085.523954,3097.763593,56.39,52
2016-01-05T16:00+01:00,3086.447487,4634.83564,57.44,56.65
2016-01-05T17:00+01:00,3091.167767,6149.853,58.02,60
2016-01-05T18:00+01:00,3093.117448,5534.703687,56.94,58.99
2016-01-05T19:00+01:00,3090.346848,3950.457584,54.93,55.5
2016-01-05T20:00+01:00,3089.628545,3643.164985,50.79,52.99
2016-01-05T21:00+01:00,3091.88607,2561.869105,46.57,46.67
2016-01-05T22:00+01:00,3093.835751,2205.568898,42.98,43.48
2016-01-05T23:00+01:00,3096.60635,2068.657949,40.8,39.26
2016-01-06T00:00+01:00,3096.708965,2117.756923,36.4,40.23
2016-01-06T01:00+01:00,3096.298506,2084.29261,26.43,37.08
2016-01-06T02:00+01:00,3099.37695,2063.613417,24.13,36.08
2016-01-06T03:00+01:00,3096.81158,2131.580484,23.35,35.61
2016-01-06T04:00+01:00,3094.861899,2085.083949,22.19,35.19
2016-01-06T05:00+01:00,3094.554055,2111.516317,31.59,36.26
2016-01-06T06:00+01:00,3094.040981,2194.587905,40.04,41.23
2016-01-06T07:00+01:00,3095.272358,2426.470096,46.14,47.23
2016-01-06T08:00+01:00,3093.835751,2663.52389,48.08,48.2
2016-01-06T09:00+01:00,3094.040981,2556.938255,48.04,51
2016-01-06T10:00+01:00,3091.988685,2776.806725,48.52,54.89
2016-01-06T11:00+01:00,3092.501759,2346.268773,48.21,53.12
2016-01-06T12:00+01:00,3093.835751,2416.480809,45.54,48
2016-01-06T13:00+01:00,3091.167767,2541.828864,42.93,41.68
2016-01-06T14:00+01:00,3087.16579,2545.673791,42.91,46.65
2016-01-06T15:00+01:00,3089.833775,2446.027648,42.99,45.71
2016-01-06T16:00+01:00,3089.52593,2466.733394,46.34,49.61
2016-01-06T17:00+01:00,3088.910241,2950.504463,55.05,59.74
2016-01-06T18:00+01:00,3090.039004,2963.460114,53.3,61.2
2016-01-06T19:00+01:00,3091.578226,2765.00781,46.31,57.86
2016-01-06T20:00+01:00,3092.706989,2476.208547,45.04,55.82
2016-01-06T21:00+01:00,3094.040981,2397.53179,40.01,52.5
2016-01-06T22:00+01:00,3095.374973,2238.061437,40.05,44.66
2016-01-06T23:00+01:00,3096.914195,2148.51457,37.74,39.77
2016-01-07T00:00+01:00,3096.093276,2258.761117,37.14,37
2016-01-07T01:00+01:00,3097.016809,2186.181407,33.26,31.1
2016-01-07T02:00+01:00,3047.659098,2142.314488,31.14,29.03
2016-01-07T03:00+01:00,3040.578678,2211.480825,29.96,29.03
2016-01-07T04:00+01:00,2984.961465,2222.888576,29.45,29.03
2016-01-07T05:00+01:00,3005.176577,2285.629285,36.45,34.4
2016-01-07T06:00+01:00,3041.502211,2304.197342,45.2,46.66
2016-01-07T07:00+01:00,3066.437604,2588.862544,53.01,59.14
2016-01-07T08:00+01:00,3075.467705,4259.156738,55.48,68
2016-01-07T09:00+01:00,3079.572296,4337.224425,56.33,78.12
2016-01-07T10:00+01:00,3082.24028,4133.462606,55.58,74.31
2016-01-07T11:00+01:00,3084.189961,3079.356322,55.31,76
2016-01-07T12:00+01:00,3088.602397,2669.951559,51.62,55.3
2016-01-07T13:00+01:00,3094.554055,2771.99131,52.47,56.18
2016-01-07T14:00+01:00,3099.582179,3369.970202,54.44,65.7
2016-01-07T15:00+01:00,3099.274335,3480.226372,55.6,70
2016-01-07T16:00+01:00,3097.735113,3689.311201,56.93,77.09
2016-01-07T17:00+01:00,3095.272358,5166.655076,56.95,85.7
2016-01-07T18:00+01:00,3087.678864,4284.173776,55.46,73.9
2016-01-07T19:00+01:00,3082.137666,3304.532626,57.95,66
2016-01-07T20:00+01:00,3081.932436,2683.5086,55.44,61.01
2016-01-07T21:00+01:00,3086.037028,2469.369536,51.9,55.36
2016-01-07T22:00+01:00,3085.934413,2512.508702,45.79,50.8
2016-01-07T23:00+01:00,3085.523954,2368.071846,42.48,42.48
2016-01-08T00:00+01:00,3089.52593,2472.344264,38.23,38.46
2016-01-08T01:00+01:00,3087.576249,2411.998188,33.3,35.03
2016-01-08T02:00+01:00,3087.986708,2306.03154,31.96,31.69
2016-01-08T03:00+01:00,3086.652716,2217.767181,31.01,28.76
2016-01-08T04:00+01:00,3091.065152,2240.515385,29.04,28.41
2016-01-08T05:00+01:00,3092.0913,2510.898837,35.08,37.08
2016-01-08T06:00+01:00,3092.604374,2738.110334,52.34,51.58
2016-01-08T07:00+01:00,3091.988685,3717.781421,58.44,57.23
2016-01-08T08:00+01:00,3093.220062,5463.975195,60.04,62.01
2016-01-08T09:00+01:00,3092.193915,5409.070187,61.93,63.49
2016-01-08T10:00+01:00,3092.912218,5154.322229,61.06,60
2016-01-08T11:00+01:00,3092.501759,4838.526249,61.43,58.6
2016-01-08T12:00+01:00,3092.809603,3341.448726,55.35,54.33
2016-01-08T13:00+01:00,3091.270382,3195.915095,55.04,52.4
2016-01-08T14:00+01:00,3093.014833,4134.73931,58.28,56
2016-01-08T15:00+01:00,3090.244234,3852.241836,58.99,56.16
2016-01-08T16:00+01:00,3091.065152,3740.573109,59.99,60
2016-01-08T17:00+01:00,3094.24621,4693.861357,61.95,69.08
2016-01-08T18:00+01:00,3091.167767,4541.042649,59.91,63.71
2016-01-08T19:00+01:00,3092.706989,3716.597476,59.04,59.8
2016-01-08T20:00+01:00,3095.374973,3265.006667,56.06,56
2016-01-08T21:00+01:00,3094.964514,2737.843592,49.18,49.18
2016-01-08T22:00+01:00,3094.24621,2923.444038,46.66,46.03
2016-01-08T23:00+01:00,3094.656669,3048.320414,41.18,41.31
2016-01-09T00:00+01:00,3097.735113,3170.264263,40.64,37.6
2016-01-09T01:00+01:00,3096.60635,3187.780226,36.33,35.54
2016-01-09T02:00+01:00,3096.503736,3198.019362,33.47,31.97
2016-01-09T03:00+01:00,3097.632498,3177.668664,32.21,29
2016-01-09T04:00+01:00,3098.453416,3016.19199,31.02,29
2016-01-09T05:00+01:00,3095.477588,3083.428635,34.93,31.96
2016-01-09T06:00+01:00,3094.861899,3110.895598,38.25,37.05
2016-01-09T07:00+01:00,3093.117448,3202.391014,48.49,40.29
2016-01-09T08:00+01:00,3093.527907,3469.404305,53.14,50
2016-01-09T09:00+01:00,3090.654693,3495.856155,54.47,52.99
2016-01-09T10:00+01:00,3090.757308,3938.439922,55.02,54.18
2016-01-09T11:00+01:00,3089.320701,3778.618687,50.9,50.9
2016-01-09T12:00+01:00,3089.218086,3633.111187,42.57,42.6
2016-01-09T13:00+01:00,3086.755331,3668.443942,40.28,39.17
2016-01-09T14:00+01:00,3085.729183,3675.993817,41.22,38.48
2016-01-09T15:00+01:00,3086.139642,3706.154439,43.01,40.16
2016-01-09T16:00+01:00,3086.755331,4144.726175,46.24,45.24
2016-01-09T17:00+01:00,3084.908265,4382.707383,56.91,56.91
2016-01-09T18:00+01:00,3083.266428,4834.115134,56.61,56.99
2016-01-09T19:00+01:00,3085.216109,4928.486157,56,56.99
2016-01-09T20:00+01:00,3089.52593,3688.177309,52.79,51.1
2016-01-09T21:00+01:00,3086.755331,3701.430715,40.45,41.28
2016-01-09T22:00+01:00,3090.552078,3785.190199,40.03,38.86
2016-01-09T23:00+01:00,3091.167767,3723.241215,38.06,37.48
2016-01-10T00:00+01:00,3092.809603,3696.990217,34.37,36.53
2016-01-10T01:00+01:00,3091.680841,3644.342209,26.23,30
2016-01-10T02:00+01:00,3091.680841,3543.027361,22.23,25.72
2016-01-10T03:00+01:00,3092.193915,3443.77758,13.23,24
2016-01-10T04:00+01:00,3093.220062,3437.190003,9.44,23.56
2016-01-10T05:00+01:00,3092.604374,3342.667878,18.87,24.12
2016-01-10T06:00+01:00,3090.962537,3387.08615,22.99,25.72
2016-01-10T07:00+01:00,3090.962537,3494.725587,10.84,34.72
2016-01-10T08:00+01:00,3089.218086,3493.816114,14.42,36.35
2016-01-10T09:00+01:00,3090.141619,3518.359575,33.95,38.05
2016-01-10T10:00+01:00,3088.910241,3450.212237,23.73,44.12
2016-01-10T11:00+01:00,3088.807627,3498.49808,23.35,48.57
2016-01-10T12:00+01:00,3087.678864,3562.867899,24.92,44.69
2016-01-10T13:00+01:00,3090.449463,3476.408841,22.05,39.16
2016-01-10T14:00+01:00,3089.52593,3442.402483,19.92,39.13
2016-01-10T15:00+01:00,3091.167767,3491.075122,21.54,39.1
2016-01-10T16:00+01:00,3089.73116,3525.254232,32.01,44.1
2016-01-10T17:00+01:00,3094.348825,3584.630388,51.15,56.84
2016-01-10T18:00+01:00,3091.578226,3592.116848,52.76,49.84
2016-01-10T19:00+01:00,3091.578226,3642.033638,52.09,50
2016-01-10T20:00+01:00,3090.859922,3538.661422,46.91,48.3
2016-01-10T21:00+01:00,3089.936389,3460.224318,40.33,39.8
2016-01-10T22:00+01:00,3092.604374,3684.395331,37.27,37.48
2016-01-10T23:00+01:00,3093.527907,3547.415075,35.48,34.95
2016-01-11T00:00+01:00,3073.312794,3290.916001,34.71,27.77
2016-01-11T01:00+01:00,3056.791814,3502.485127,28.5,21.6
2016-01-11T02:00+01:00,3054.431674,3554.817175,23.49,19.78
2016-01-11T03:00+01:00,3067.463752,3524.357248,24.93,19.36
2016-01-11T04:00+01:00,3087.063175,3388.311076,23.9,19.56
2016-01-11T05:00+01:00,3091.475611,3508.571761,34.47,27.19
2016-01-11T06:00+01:00,3092.912218,3959.255845,47.94,48
2016-01-11T07:00+01:00,3091.988685,5290.632834,57.46,57.46
2016-01-11T08:00+01:00,3090.244234,5599.815419,59.24,60.38
2016-01-11T09:00+01:00,3090.962537,5681.451149,59.72,61.73
2016-01-11T10:00+01:00,3089.833775,5917.728645,59,61.73
2016-01-11T11:00+01:00,3086.447487,6001.279788,58.94,61.73
2016-01-11T12:00+01:00,3086.139642,5298.759586,55.07,58.01
2016-01-11T13:00+01:00,3083.061199,5186.001175,55.31,61.51
2016-01-11T14:00+01:00,3078.648763,6160.28418,57.98,61.51
2016-01-11T15:00+01:00,3078.135689,5811.465978,58.77,62.7
2016-01-11T16:00+01:00,3081.111518,5280.109166,59.46,59.46
2016-01-11T17:00+01:00,3084.087347,5308.505732,58.94,62.99
2016-01-11T18:00+01:00,3083.266428,5389.006513,58.84,59.5
2016-01-11T19:00+01:00,3083.984732,4658.236118,57.93,56.99
2016-01-11T20:00+01:00,3087.268405,3783.894282,55.69,55.7
2016-01-11T21:00+01:00,3086.857946,3703.561229,49.98,48.75
2016-01-11T22:00+01:00,3090.962537,3787.952769,45.98,44.52
2016-01-11T23:00+01:00,3092.296529,3831.573155,42.99,44.52
2016-01-12T00:00+01:00,3092.501759,3647.78739,34.18,38.99
2016-01-12T01:00+01:00,3090.449463,3563.883685,29.43,36.74
2016-01-12T02:00+01:00,3092.501759,3501.280218,27.05,37.05
2016-01-12T03:00+01:00,3092.706989,3547.559089,26.78,37.29
2016-01-12T04:00+01:00,3090.449463,3515.40274,25.12,37.15
2016-01-12T05:00+01:00,3087.884094,3547.983733,32.9,39
2016-01-12T06:00+01:00,3088.807627,4976.466683,47.99,60
2016-01-12T07:00+01:00,3085.113494,5230.294122,57.85,62.99
2016-01-12T08:00+01:00,3083.266428,6246.259083,58.05,62.44
2016-01-12T09:00+01:00,3085.934413,6325.293499,57.95,62
2016-01-12T10:00+01:00,3090.859922,5887.972061,57.17,61.51
2016-01-12T11:00+01:00,3085.01088,5378.066967,55.05,63
2016-01-12T12:00+01:00,3087.063175,5139.320522,49.07,55.9
2016-01-12T13:00+01:00,3085.934413,4687.573958,49.69,55
2016-01-12T14:00+01:00,3085.934413,4523.636224,54.74,61.73
2016-01-12T15:00+01:00,3085.523954,4733.879636,56.4,61.73
2016-01-12T16:00+01:00,3086.037028,4901.217641,56.22,61.65
2016-01-12T17:00+01:00,3090.962537,5750.050389,58.56,64.99
2016-01-12T18:00+01:00,3091.270382,5333.991431,58.52,62.55
2016-01-12T19:00+01:00,3092.501759,4719.145896,57.1,60
2016-01-12T20:00+01:00,3093.220062,3771.389758,54.91,57.01
2016-01-12T21:00+01:00,3094.964514,3995.610352,46.53,54.6
2016-01-12T22:00+01:00,3095.682817,3687.377797,43.28,50.27
2016-01-12T23:00+01:00,3097.016809,3689.985746,40.56,45.51
2016-01-13T00:00+01:00,3098.248187,3728.973573,38.09,37.29
2016-01-13T01:00+01:00,3096.401121,3840.762739,35.9,36.61
2016-01-13T02:00+01:00,3096.195891,3837.783914,34.14,35
2016-01-13T03:00+01:00,3096.401121,3764.543385,34.07,36.02
2016-01-13T04:00+01:00,3094.861899,3804.079094,33.72,36.02
2016-01-13T05:00+01:00,3092.809603,3815.112832,38.39,38.62
2016-01-13T06:00+01:00,3093.938366,4047.146595,56.03,53.03
2016-01-13T07:00+01:00,3093.733136,5021.161508,59.08,57
2016-01-13T08:00+01:00,3090.449463,5227.871545,58.1,58
2016-01-13T09:00+01:00,3094.348825,5071.738819,58.93,57.63
2016-01-13T10:00+01:00,3096.195891,4956.079785,58.02,57.01
2016-01-13T11:00+01:00,3095.272358,4361.976145,58,54.01
2016-01-13T12:00+01:00,3093.322677,3889.575485,52.43,50
2016-01-13T13:00+01:00,3094.348825,4144.622968,52.46,51.03
2016-01-13T14:00+01:00,3092.706989,4347.963703,57.05,55
2016-01-13T15:00+01:00,3098.863876,4314.234056,58.05,56.3
2016-01-13T16:00+01:00,3093.733136,4152.621997,58.37,57.01
2016-01-13T17:00+01:00,3093.938366,6654.827037,58.01,61.48
2016-01-13T18:00+01:00,3095.374973,6611.5609,58.05,57.5
2016-01-13T19:00+01:00,3097.427269,5138.453937,56.21,56.8
2016-01-13T20:00+01:00,3098.248187,4325.77801,55.03,55.3
2016-01-13T21:00+01:00,3101.018786,4203.416684,51.19,51.14
2016-01-13T22:00+01:00,3102.660623,3937.621659,48.16,45.11
2016-01-13T23:00+01:00,3106.970444,3775.560782,45.23,43.29
2016-01-14T00:00+01:00,3104.09723,3794.174067,40.09,41.64
2016-01-14T01:00+01:00,3105.431222,3788.391401,38.97,40.39
2016-01-14T02:00+01:00,3107.380903,3699.54881,37.13,38.52
2016-01-14T03:00+01:00,3105.123377,3602.20439,36.15,37.97
2016-01-14T04:00+01:00,3105.841681,3565.832021,35.48,37.99
2016-01-14T05:00+01:00,3106.559984,3781.720614,40.22,40.53
2016-01-14T06:00+01:00,3103.584156,4410.307625,54.05,54
2016-01-14T07:00+01:00,3105.739066,7411.791786,55.08,58.1
2016-01-14T08:00+01:00,3103.173697,6914.263483,58.06,59.59
2016-01-14T09:00+01:00,3103.789385,6834.402237,58.41,60
2016-01-14T10:00+01:00,3102.044934,6144.017058,58.01,56.18
2016-01-14T11:00+01:00,3103.994615,5523.700366,56.66,57
2016-01-14T12:00+01:00,3103.173697,4788.538874,54.13,54.72
2016-01-14T13:00+01:00,3095.477588,4622.44797,54.01,54.72
2016-01-14T14:00+01:00,3098.761261,5336.321983,55.81,55.72
2016-01-14T15:00+01:00,3099.069105,5199.601767,55.59,55.72
2016-01-14T16:00+01:00,3100.197868,5695.223483,56.04,54.08
2016-01-14T17:00+01:00,3100.197868,6193.710691,58.04,60.2
2016-01-14T18:00+01:00,3101.224016,6709.217703,57.69,55.59
2016-01-14T19:00+01:00,3098.145572,5710.034285,54,53.9
2016-01-14T20:00+01:00,3099.17172,3815.169321,54.39,51.71
2016-01-14T21:00+01:00,3096.093276,3660.072167,48.58,48.75
2016-01-14T22:00+01:00,3096.093276,3558.687138,47.07,45.51
2016-01-14T23:00+01:00,3099.17172,4064.818626,43.45,45.51
2016-01-15T00:00+01:00,3097.119424,3223.212997,37.17,37
2016-01-15T01:00+01:00,3097.119424,3162.389958,37.02,36.9
2016-01-15T02:00+01:00,3099.17172,3148.625987,35.95,36.04
2016-01-15T03:00+01:00,3099.17172,3259.634062,34.98,37.29
2016-01-15T04:00+01:00,3097.119424,3274.42594,34.21,36.85
2016-01-15T05:00+01:00,3095.067129,3397.757997,37.45,38.94
2016-01-15T06:00+01:00,3097.119424,3720.437649,50.42,46.62
2016-01-15T07:00+01:00,3098.145572,6102.672989,55.05,54
2016-01-15T08:00+01:00,3096.093276,5790.904676,56.76,55.97
2016-01-15T09:00+01:00,3096.093276,6064.654297,56,55.97
2016-01-15T10:00+01:00,3099.17172,5192.947781,53.93,53
2016-01-15T11:00+01:00,3097.119424,4909.826609,51.86,50.5
2016-01-15T12:00+01:00,3097.119424,4451.845553,47.8,45.11
2016-01-15T13:00+01:00,3096.093276,3665.678473,49.9,45.13
2016-01-15T14:00+01:00,3096.093276,4001.013609,50.43,50
2016-01-15T15:00+01:00,3097.119424,4063.773696,53.09,53.04
2016-01-15T16:00+01:00,3097.119424,4962.250201,52.52,52.99
2016-01-15T17:00+01:00,3097.119424,5636.572968,54.53,58.24
2016-01-15T18:00+01:00,3097.119424,5327.263054,53.93,54.39
2016-01-15T19:00+01:00,3099.17172,4555.632355,54.03,55
2016-01-15T20:00+01:00,3103.276311,3759.458058,50.99,51.5
2016-01-15T21:00+01:00,3102.250163,3583.329689,47.17,48
2016-01-15T22:00+01:00,3102.250163,3573.859812,45.56,48
2016-01-15T23:00+01:00,3102.250163,3561.109795,44.36,44.25
2016-01-16T00:00+01:00,3103.276311,3037.760109,40.61,42.03
2016-01-16T01:00+01:00,3103.276311,2925.182229,39.77,41.28
2016-01-16T02:00+01:00,3103.276311,2907.320482,36.58,39.03
2016-01-16T03:00+01:00,3104.302459,2900.119398,36.28,38.8
2016-01-16T04:00+01:00,3103.276311,2888.508211,35.82,37.22
2016-01-16T05:00+01:00,3101.224016,2874.702973,36.03,37.1
2016-01-16T06:00+01:00,3103.276311,2960.217429,38.05,41.55
2016-01-16T07:00+01:00,3102.250163,3874.707028,39.05,46
2016-01-16T08:00+01:00,3103.276311,3450.269597,47.06,50
2016-01-16T09:00+01:00,3102.250163,3796.119117,50.09,53.6
2016-01-16T10:00+01:00,3101.224016,3140.118372,47.18,50.1
2016-01-16T11:00+01:00,3101.224016,3129.118602,41.64,45
2016-01-16T12:00+01:00,3103.276311,2941.349324,38.33,41.4
2016-01-16T13:00+01:00,3100.197868,2861.718605,36.32,37.54
2016-01-16T14:00+01:00,3100.197868,2945.630491,35.28,37.08
2016-01-16T15:00+01:00,3100.197868,2999.800312,37.8,40.69
2016-01-16T16:00+01:00,3099.17172,3059.417124,41.98,42.99
2016-01-16T17:00+01:00,3100.197868,4217.834121,51.97,54.05
2016-01-16T18:00+01:00,3098.145572,4249.289968,51.91,53.99
2016-01-16T19:00+01:00,3098.145572,4170.885057,51.35,54.7
2016-01-16T20:00+01:00,3100.197868,3175.909636,45.73,46.99
2016-01-16T21:00+01:00,3102.250163,2959.663424,40.31,41.95
2016-01-16T22:00+01:00,3101.224016,2809.351615,39.5,41.95
2016-01-16T23:00+01:00,3103.276311,2874.462036,38.38,41
2016-01-17T00:00+01:00,3103.276311,2828.326225,39.57,37.86
2016-01-17T01:00+01:00,3104.302459,2754.291454,35.89,34.98
2016-01-17T02:00+01:00,3102.250163,2813.705828,33.95,32.12
2016-01-17T03:00+01:00,3105.328607,2678.505714,31.24,29.01
2016-01-17T04:00+01:00,3103.276311,2675.65637,28.65,29.01
2016-01-17T05:00+01:00,3102.250163,2672.49057,28.81,29.01
2016-01-17T06:00+01:00,3102.250163,2721.818409,29.82,30
2016-01-17T07:00+01:00,3102.250163,2802.012434,33.95,34.73
2016-01-17T08:00+01:00,3102.250163,2965.375401,36.41,34.98
2016-01-17T09:00+01:00,3103.276311,3058.875687,39.43,36.2
2016-01-17T10:00+01:00,3100.197868,3092.615767,40.98,37.06
2016-01-17T11:00+01:00,3102.250163,3044.806712,41.18,38.1
2016-01-17T12:00+01:00,3103.276311,2903.861631,39.43,38.56
2016-01-17T13:00+01:00,3106.354755,2880.187456,37.09,36.2
2016-01-17T14:00+01:00,3103.276311,2887.711149,37.01,34.88
